plot_name	sample_name	colony_points	colony_threeD_area	rot_colony_twoD_area	colony_rugosity	env_points	env_threeD_area	env_twoD_area	env_rugosity
cur_sna_05m_20200303	KP0130_AC_SB05	469	0.0022648682431012893	0.0018294600165226194	1.2379982194999157	151243	0.8358597058054007	0.4862752207826044	1.7189025269685345
cur_sna_05m_20200303	KP0132_HU_SB05	405	0.0022041040608686575	0.001171241259336804	1.8818531564681176	107282	0.605393443155835	0.38086494877474747	1.5895225987673625
cur_sna_05m_20200303	KP0133_HU_SB05	438	0.002111016418774165	0.001560652198136875	1.352650142866118	138224	0.8048174694366574	0.5032650621296857	1.5991920162923312
cur_sna_05m_20200303	KP0134_HU_SB05	109	0.0005470131914743106	0.0003302574811575357	1.6563233921516543	112493	0.6822912550728427	0.5168950331011435	1.3199802888013732
cur_sna_05m_20200303	KP0135_HU_SB05	681	0.0033243463909316583	0.0030637511278559498	1.0850575820948212	134270	0.749964088159967	0.5172943945841186	1.4497819733053636
cur_sna_05m_20200303	KP0137_HU_SB05	250	0.0011551675439859324	0.0006592156519506926	1.75233634178385	128557	0.7721128773620768	0.5435417896397519	1.4205216453988148
cur_sna_05m_20200303	KP0138_HU_SB05	45	0.0001666251170336125	0.00015505351117495517	1.0746297569849965	128034	0.7590148517641013	0.5145465343707669	1.4751141074000078
cur_sna_05m_20200303	KP0139_HU_SB05	107	0.0002952905632948603	0.00030643256095914565	1	119502	0.6641574683399902	0.5292093622743964	1.254999468425169
cur_sna_05m_20200303	KP0140_HU_SB05	199	0.00048554931911377517	0.00048762501038722157	1	122341	0.6832342308747986	0.5385559887605182	1.2686410422196883
cur_kal_05m_20200214	KP0950_AC_WP05	10676	0.05613015926585454	0.03364187219486207	1.6684612241772614	278058	1.5043195967155423	0.7952368250853545	1.8916623944748538
cur_kal_05m_20200214	KP0952_HU_WP05	57	0.0002724164296159928	0.00020906813163841848	1.3030031286027592	176639	0.9956159854881255	0.4705289584203443	2.115950501390177
cur_kal_05m_20200214	KP0954_HU_WP05	15	6.036144138564581e-05	3.232896182848857e-05	1.867101136927161	168237	0.9476637176020537	0.4415043692463113	2.146442444544327
cur_kal_05m_20200214	KP0955_HU_WP05	39	7.068636556793105e-05	6.461844106060354e-05	1.0939039136155668	170660	0.9654986761188397	0.4619855240313514	2.089889457344379
cur_kal_05m_20200214	KP0956_HU_WP05	84	0.0004508111337181938	0.00029027148875879807	1.5530672187126053	177068	1.017979102992275	0.47009409486678005	2.165479452110029
cur_kal_05m_20200214	KP0957_HU_WP05	5	3.6458493316033307e-07	5.821574843720495e-08	6.262651309097169	163324	0.9077849219276996	0.42191977449173457	2.1515581321621204
cur_kal_05m_20200214	KP0958_HU_WP05	45	0.0002506613533604596	0.00019453518162608412	1.2885142485036745	186026	1.0944804427934456	0.49931666071578895	2.1919565856754453
cur_kal_05m_20200214	KP0962_AC_WP05	5204	0.011316595344651395	0.009009026939467221	1.256139583185733	270995	1.5781750834671702	0.6451339551991201	2.4462750266804165
cur_kal_05m_20200214	KP0963_HU_WP05	194	0.0011677630427246516	0.0008834652889723561	1.3217984422262812	167559	0.9731402425804083	0.4975265857303062	1.9559562654364717
cur_kal_05m_20200214	KP0965_AC_WP05	75	0.0002613961796078706	0.00015132448517494004	1.727388527413004	190302	1.0452028724062228	0.49445667062177895	2.1138411806476003
cur_kal_05m_20200214	KP0966_AC_WP05	1806	0.007306696558139831	0.004900966962217984	1.4908683560750038	231839	1.2338018269817301	0.6089718483342934	2.026040826610491
cur_kal_05m_20200214	KP0968_HU_WP05	8	2.4300597275310036e-05	8.569978951126338e-06	2.8355492369227173	161328	0.8736755570380248	0.4634795608319559	1.8850357833897964
cur_kal_05m_20200214	KP0969_HU_WP05	12	3.769416694142031e-05	2.8091484100569743e-05	1.3418360812291796	136066	0.7934937329393187	0.4832251259150208	1.6420787959582657
cur_kal_05m_20200214	KP0970_HU_WP05	104	0.0005563019495565109	0.0004932655102457328	1.1277941352100107	179000	1.0374984384106978	0.511141363049487	2.0297681099822293
cur_kal_05m_20200214	KP0971_HU_WP05	160	0.0007075182383043741	0.000562181483617762	1.2585228416833263	167936	1.012190927140537	0.49455592300721085	2.0466662718055826
cur_kal_05m_20200214	KP0972_HU_WP05	151	0.0009040985132627385	0.0006127260719339271	1.4755345898847787	145422	0.8832666425025365	0.5164399762964673	1.7102987434022514
cur_kal_05m_20200214	KP0973_HU_WP05	223	0.0013494031317644304	0.0008496658153457113	1.588157493679308	182585	1.0734599943478218	0.5409785994887878	1.9842929006105168
cur_kal_05m_20200214	KP0974_AC_WP05	3842	0.02174015036746331	0.007517106110144947	2.892090393419245	195332	1.151906959170936	0.6404804925144189	1.7985043613877183
cur_kal_05m_20200214	KP0975_AC_WP05	503	0.0026950301701804623	0.001352702839494762	1.9923297944632563	190411	1.0983295627224805	0.5277545295708318	2.081137159761828
cur_kal_05m_20200214	KP0976_AC_WP05	43	0.00020343143954616087	0.0001478755739762108	1.3756933215954077	149902	0.868964847350965	0.40240173144709995	2.1594460943943523
cur_kal_05m_20200214	KP0977_AC_WP05	139	0.000656788487337714	0.00036798125832954935	1.7848422235393313	154704	0.9044697455666634	0.4406965855810812	2.0523638602147853
cur_kal_05m_20200214	KP0978_AC_WP05	5474	0.020427723749035207	0.009187004067945478	2.2235457389542153	200942	1.1732404983159832	0.7291181632858318	1.6091225776473281
cur_kal_05m_20200214	KP0979_HU_WP05	100	0.0005379489998701098	0.00043821098070227115	1.227602738315685	150586	0.8573119245566528	0.4592679332548099	1.8666923215843183
