plot_name	sample_name	colony_points	mean_colony	low_colony	high_colony	mean_env	low_env	high_env	outcrop_prop
cur_kal_10m_20200214	KP0774_AC_WP10	49	-0.5178201922470143	-0.5305983243834524	-0.5075805605637541	-0.4611623857194766	-0.8497508083945282	-0.12536786500175132	0.45822533395507303
cur_kal_10m_20200214	KP0775_HU_WP10	183	-0.26525543016058883	-0.2833982384696432	-0.24540522206258403	-0.22037791715064314	-0.6863004553435096	0.12517188435773358	0.518865529462083
cur_kal_10m_20200214	KP0777_AC_WP10	3930	-0.928863257961751	-0.9778263239596424	-0.8674154986199154	-1.063929383887742	-1.4072169996652215	-0.8077492863533999	0.7979641456597482
cur_kal_10m_20200214	KP0778_AC_WP10	2987	-2.070204107379205	-2.131222451075055	-2.0239879889693864	-2.1536113622408735	-2.5473479827232697	-1.849301338185559	0.6835415356233946
cur_kal_10m_20200214	KP0779_AC_WP10	2181	-0.981728921020348	-1.0315275157113948	-0.9461503531623694	-1.1365387594512286	-1.4314760857953335	-0.8170183958165111	0.7319416326134452
cur_kal_10m_20200214	KP0780_AC_WP10	4481	-2.087632192561332	-2.1469082717655166	-2.024879097928891	-2.1287825948127237	-2.5803359150538805	-1.787634147378015	0.6215499227876257
cur_kal_10m_20200214	KP0781_AC_WP10	216	-1.1813825741458548	-1.1959439664985716	-1.1690495106122931	-1.2848683445202789	-1.5874071106980803	-0.9153996221577185	0.6041964464326636
cur_kal_10m_20200214	KP0782_AC_WP10	7002	-1.8013295735110388	-1.888532459196968	-1.7199463547529668	-1.9065920135059031	-2.1926120998185072	-1.6683042646807205	0.7462839577910186
cur_kal_10m_20200214	KP0783_HU_WP10	331	-0.11255164324821877	-0.13761606466575355	-0.0883921800212042	-0.07068173539113888	-0.5342556103598541	0.30922030500358644	0.4999597017893863
cur_kal_10m_20200214	KP0784_AC_WP10	4217	-2.017669955849151	-2.0830454948273447	-1.9625777861447848	-2.0445561580072877	-2.4232640981601428	-1.719789524895988	0.5765583543823283
cur_kal_10m_20200214	KP0785_AC_WP10	249	0.18435279169062044	0.17193310061100894	0.196861277283731	0.14353819209022542	-0.22065039521640867	0.4365273097638076	0.6162765167440081
cur_kal_10m_20200214	KP0786_HU_WP10	138	-2.2026930634703636	-2.2083526017949664	-2.199228585413258	-2.2167861027392823	-2.6002071646648965	-1.9700777036993085	0.6308451291666262
cur_kal_10m_20200214	KP0787_AC_WP10	25529	-2.1085159327492025	-2.3214897969209596	-1.9525016355239568	-2.1645838344627157	-2.643845449646105	-1.8413139732700474	0.6670511159440841
cur_kal_10m_20200214	KP0788_AC_WP10	176	-1.8901574119457771	-1.9027719078172034	-1.883083697231573	-1.9598224751161422	-2.2299160719043924	-1.7025190350020591	0.6442179917319747
cur_kal_10m_20200214	KP0789_HU_WP10	83	-2.0398713532613657	-2.0470070383190855	-2.0331118918744027	-2.125954977686512	-2.4494440740111223	-1.838485802581797	0.6703775689812153
cur_kal_10m_20200214	KP0790_AC_WP10	1481	-2.107126282017768	-2.14919532938189	-2.0654531598925634	-2.1214670945942866	-2.5453252566363496	-1.783180462824558	0.5749550192778632
cur_kal_10m_20200214	KP0791_AC_WP10	311	-2.045036261966852	-2.061919640986107	-2.0299924517977055	-2.114680573948056	-2.45799446182657	-1.878845281254103	0.7130428803361591
cur_kal_10m_20200214	KP0792_AC_WP10	2983	-1.8788979118745324	-1.933783629170237	-1.8279022878574038	-2.034297059774026	-2.3345562996842606	-1.7601455286797856	0.7932622624971257
cur_kal_10m_20200214	KP0793_AC_WP10	1962	-2.327286111444042	-2.3772477463374333	-2.246872306078778	-2.2827051718774505	-2.770574143631214	-1.9164187816918097	0.5189782233300783
cur_kal_10m_20200214	KP0794_AC_WP10	473	-1.9022367537168137	-1.928809231810923	-1.8747093811519107	-1.9400335130164157	-2.255128228860674	-1.6708391382021461	0.6039672497498303
cur_kal_10m_20200214	KP0795_LM_WP10	9247	-2.3843748097796973	-2.456448438238882	-2.3077642362151294	-2.305415470112489	-2.889973731291524	-1.923785835373254	0.5232925434563667
cur_kal_10m_20200214	KP0797_AC_WP10	1433	-2.2726396133965245	-2.331664369104221	-2.2204902228023893	-2.2211812005376212	-2.6617134668377065	-1.8926073701788455	0.5058779993181574
cur_kal_10m_20200214	KP0799_AC_WP10	6740	-1.9790507598474556	-2.0385172292627765	-1.9024359698910622	-2.0084749312406514	-2.406560275120796	-1.6739962446853747	0.5835797247910703
cur_kal_10m_20200214	KP0800_AC_WP10	1385	-1.7693499307847425	-1.808278881025029	-1.7388660823389765	-1.8842500128147452	-2.1309453998589802	-1.634857273293823	0.7288936173052007
cur_kal_10m_20200214	KP0801_AC_WP10	1097	-1.9068437210559623	-1.9368581266636675	-1.8748777674962316	-1.9030353755060956	-2.2310588868902945	-1.6722238393897402	0.5801625493683994
