X,colony_theta_xz,colony_psi_yz,colony_rugosity,overhang_prop,outcrop_prop,environment_rugosity,range
KP0358_AC_WP20,43.5671301314992,12.5785281169006,2.59035248,0.000700317836556591,0.611199237638899,2.48585404757691,0.232544778651194
KP0359_AC_WP20,56.6507437835809,24.1352651506868,2.68820936,0,0.60990414722297,2.50277705572951,0.0551364850426917
KP0360_AC_WP20,77.5962287671494,83.3766708453184,1.96157409,0,0.649327000513263,2.50962167806829,0.0562950634535167
KP0361_AC_WP20,62.8973648791186,74.4927033967009,2.43386656,0,0.640454669456923,2.44402412672328,0.0489604266844872
KP0362_AC_WP20,74.3712699134446,65.0664925694503,4.75441632,0,0.552672729639736,2.53318906337782,0.0513330620356166
KP0363_AC_WP20,65.5496230525329,50.945994961078,3.21266129,0.0153701380175659,0.483059698692296,2.44223512414002,0.0994603854341272
KP0364_AC_WP20,77.9375044757976,61.7567933327049,2.37420279,0,0.855234076315617,2.10987436504889,0.148569406668713
KP0365_AC_WP20,84.6312333851457,87.6117121777887,2.00547646,0.0119189511323004,0.68852386538092,2.58434961528109,0.0371980584019856
KP0366_AC_WP20,31.7040605385086,18.4696177043346,2.13288495,0,0.620109319464952,2.50526841968714,0.0197536434718966
KP0367_AC_WP20,82.2813106918555,76.4638397723493,2.6313236,0,0.878451564679252,2.15122745813639,0.05594955299979
KP0368_AC_WP20,82.2275972168719,73.1696163133638,2.75698566,0,0.585187434149932,2.32448718832148,0.0480048862228062
KP0369_AC_WP20,54.8394916176943,8.59843263257313,3.08594635,0.00933511144979996,0.530371554515087,2.62153033727014,0.125566157962089
KP0370_AC_WP20,23.9594734354575,11.7749407511678,1.95166394,0.0139241905182893,0.517639073073248,2.28978729214115,0.11727047619774
KP0371_AC_WP20,78.4994434138142,75.0418307698637,1.63981339,0.0358056265984655,0.517337060975801,2.42937442483741,0.0336969311295842
KP0372_AC_WP20,72.5644504252104,74.4158968874969,2.92444984,0,0.541442694844304,2.44303657692894,0.163286080881991
KP0373_AC_WP20,49.8800855977827,36.0439354204344,2.51107033,0.0338983050847458,0.518600922459855,2.73512885784217,0.0423352169458783
KP0374_AC_WP20,8.12311324675212,60.6988795764668,1.07678837,0,0.477665721332087,2.0222987338111,0.165208639142523
KP0375_LM_WP20,19.0406546506037,19.1900744900332,2.16387439,0.0570719602977667,0.412145012750269,1.95876834451764,0.135602584281912
KP0376_LM_WP20,13.7731568743904,46.5593552777657,1.10611,0.0047464401698726,0.342590680282486,1.94424826760148,0.133653429182821
KP0377_LM_WP20,79.5014951699047,84.8593145278049,1.946891,0.000101010101010101,0.510972975209405,2.10834647753694,0.198520415254306
KP0378_AC_WP20,43.3936074913592,25.0435603071793,2.87931716,0.02088772845953,0.711530792454751,1.62837517444559,0.0252667223164071
KP0379_AC_WP20,17.2167583066363,29.3094298338158,2.50764929,0,0.504483521264593,2.02230234224367,0.00562171425731001
KP0380_LM_WP20,0.0583821888368805,17.592853121346,1.03251964,0.0540540540540541,0.309637235793741,1.82584581245407,0.0889434338116368
KP0381_AC_WP20,67.7369395241362,82.3066589732582,1.14624359,0.056918547595682,0.538480562656363,1.9407739931135,0.123204275695339
KP0382_AC_WP20,50.2101323979958,78.5415198733232,1.07939283,0.036101083032491,0.609666680284746,1.8390180040081,0.0410599723615707
KP0383_AC_WP20,74.1367914648138,74.104708461324,1.57144173,0.115555555555556,0.398118859643247,1.85304602716996,0.0920748052989056
KP0384_AC_WP20,45.6902010732648,22.5921024236551,2.6667249,0.0573027989821883,0.507995306729777,1.88692421052042,0.208410808239727
KP0385_AC_WP20,55.9299762883672,18.9973393271192,1.61894263,0.00734048560135517,0.733517454763871,2.20635130705209,0.159628158447909
KP0386_AC_WP20,58.5399744449024,0.54746041803475,2.44452709,0,0.741751820323704,2.0135624950404,0.028911630398148
KP0387_AC_WP20,31.2434327820559,10.8654600476919,3.22773648,0,0.795534695595694,1.77493348462443,0.0100443441722942
KP0388_AC_WP20,32.6576699327897,6.28767637858097,3.02164172,0.0382775119617225,0.735849787635148,1.99145209562027,0.0352380707505686
KP0389_AC_WP20,31.0057085350968,14.6459915221563,1.76398753,0,0.957867033920196,1.9983623936988,0.0393444641145688
KP0390_AC_WP20,11.4132624381789,30.2515148237248,1.69208981,0.0246913580246914,0.850366110580281,2.02105372776865,0.0117038480882251
KP0391_LM_WP20,49.9011793586331,11.0425640600356,2.34102671,0.0268530977593167,0.488356568166577,2.13923587014408,0.185516806682753
KP0392_AC_WP20,88.3779875978291,75.7330224986654,2.34093886,0.0447030006123699,0.596836370687156,1.7218299597476,0.0617205770748686
KP0393_AC_WP20,68.2786468067492,46.1598274144838,2.85332604,0.0200803212851406,0.669717193052,1.88236262575005,0.0220322577673537
KP0394_AC_WP20,12.6395328801373,16.1027391802013,1.63037501,0,0.637011689960066,1.72853732582964,0.0538777937579003
KP0395_AC_WP20,7.69271034616281,36.5993565689543,1.53788078,0,0.706697731349454,1.56917290222099,0.0197809265436573
KP0396_AC_WP20,21.4326612716151,52.9772047667726,1.4769918,0,0.629081998697039,1.73495129499374,0.0201021835652819
KP0397_AC_WP20,2.61082555270552,32.3348568846693,2.43260207,0.0277777777777778,0.649844676306779,1.67863765359876,0.0288510715862134
KP0399_LM_WP20,47.4230642622465,39.5590872443784,4.23331861,0.059254327563249,0.294156432330916,1.9345239253077,0.0814678446520867
KP0400_LM_WP20,29.1982362227208,15.81194073739,1.81615847,0.0504437641773295,0.369596339194812,2.33950726958614,0.409959812638713
KP0401_AC_WP20,35.6453626279449,41.5280964435991,2.73398769,0.0138532580810672,0.49321834501028,2.28481538578183,0.0527827774918175
KP0402_AC_WP20,19.2324485506172,55.9095369825151,1.02424341,0.075812274368231,0.485364909795552,2.04778038474196,0.0400096067337958
KP0403_LM_WP20,83.1366583194836,45.7616360911263,1.73725137,0.0805084745762712,0.456135501432599,2.04318060063443,0.0236208012990412
KP0404_AC_WP20,4.48846482669594,12.3231948809892,1.39723708,0.0393063583815029,0.526573438733305,1.75962103491035,0.0335149140728474
KP0405_AC_WP20,18.948044490971,84.4135465532407,1.69910896,0,0.528200677135105,1.73074714340302,0.0362444005363104
KP0450_AC_WP20,45.3691456932576,47.8170755797,1.71476818,0.182046228274503,0.483950654400033,1.89058229011259,0.125069273160234
KP0451_LM_WP20,48.6662146628416,5.26663542475157,2.42833105,0.154891304347826,0.449461199432394,1.7525417486255,0.0925282977601568
KP0454_AC_WP20,22.8249546058552,60.0200618432846,1.37629668,0.000687001923605386,0.531163154335392,2.33729168623458,0.160904926851162
KP0455_AC_WP20,71.2826630644353,22.0950761293807,2.07765442,0,0.724900327061536,2.28156569580191,0.202122268090579
KP0456_AC_WP20,15.6284706659399,63.5894840379279,1.1881434,0.0229270815376659,0.538850987183586,2.78678271576788,0.116972788263338
KP0457_AC_WP20,49.6630856078397,16.1897607713558,2.79556578,0.165794066317627,0.406175696334283,2.02242873931516,0.0612933404749643
KP0458_LM_WP20,19.5390542475656,0.121216266745523,1.62960043,0.0729843767818451,0.390177788642128,2.16336793183169,0.148877806961814
KP0459_LM_WP20,31.6822643783433,13.2587855526505,1.80020564,0.101610904584882,0.414573152227187,1.95451296751879,0.160480317403387
KP0460_LM_WP20,36.0774458192633,45.7199218433569,2.01761284,0.0274549680418361,0.459524068812953,2.19145462226097,0.183910327173588
KP0461_AC_WP20,24.2291585845181,50.6870740571768,1.43782632,0.0230179028132992,0.606184219946111,1.86248394938457,0.026968434422469
KP0462_AC_WP20,19.5429229426334,35.2165543627308,1.87478473,0.00564440263405456,0.509616915932674,1.7757392921044,0.0617301176862793
KP0463_AC_WP20,49.5995021982711,76.3635562540203,1.71147003,0.00290697674418605,0.517575525636283,2.3149711509193,0.0492442831659187
KP0464_AC_WP20,12.5931942607746,41.6378704189617,1.1804012,0.240066917607696,0.490120440738817,2.5849217566367,0.121609829475928
KP0465_AC_WP20,11.6674486362164,43.9483241893823,1.16050504,0.106422703510082,0.542068921982231,2.77604884152005,0.0722176493072546
KP0466_AC_WP20,26.9876936440262,50.0026960091573,1.74537497,0.0475075276012044,0.510322283057745,2.51693445826442,0.0807073551089349
KP0467_AC_WP20,73.6143166627539,75.5640254427875,3.4756747,0,0.90591079930546,2.03866143972677,0.100126867633971
KP0468_AC_WP20,83.9622476310172,68.0537407328121,2.50559377,0.0210459183673469,0.720871545297275,1.62385755431593,0.0566221372367891
KP0470_AC_WP20,41.8443780521597,29.2494368155535,2.14378579,0.0126802826444681,0.674759955035195,1.89236788221507,0.187083056249001
KP0471_AC_WP20,9.20346433702187,50.8391510798901,1.45749097,0.0119683299576505,0.367390141077822,2.28331933820782,0.137093326280485
KP0472_LM_WP20,2.19414334067537,36.3062946149669,1.0972307,0.207884871205708,0.391173136682926,2.24096461415202,0.175828983759839
KP0473_LM_WP20,17.6363056540171,66.2100717678873,1.29705771,0.0437956204379562,0.52714322782887,1.11096732638927,0.0188432997298609
KP0474_AC_WP20,71.0087501403048,36.0547368369579,2.81493123,0.0833333333333333,0.530810491630332,1.28708283614472,0.00940358475422143
KP0475_AC_WP20,82.6762412638251,82.4810104436194,1.63842447,0.0134138162307176,0.684422638060939,1.99940172157231,0.0499167747028086
KP0476_AC_WP20,64.3600603972995,83.5303515424038,1.9190453,0,0.632678481014523,2.1488037946348,0.0854828534633917
KP0477_AC_WP20,64.527477468344,84.7235878471859,1.78773575,0,0.626963489331246,2.10954650208473,0.0842838338812169
KP0478_AC_WP20,30.7324621709597,38.689728179172,1.78006205,0,0.63922677846475,2.39373733780267,0.0392329402823122
KP0479_AC_WP20,17.1579862537204,2.94247490491214,1.49744414,0,0.513501368453065,2.18467141402151,0.142795915976575
KP0480_AC_WP20,88.7789674717503,88.4024362589742,2.55528881,0,0.532932567075828,2.23134426451212,0.066647466576678
KP0481_AC_WP20,77.1731790761125,63.5731052372873,2.66889666,0,0.479699556626037,2.19703386936525,0.0668192940470532
KP0482_LM_WP20,39.7231177118384,30.5915122315122,2.75572667,0.040576974925856,0.386276170564486,2.12111319972706,0.18914365037964
KP0483_AC_WP20,38.2437095513961,26.57894635119,1.92093463,0.229233226837061,0.500901165177143,2.47271456827732,0.048940856656814
KP0484_AC_WP20,66.0570696165783,6.42798396770885,1.7184079,0.17931858936043,0.472495502962361,1.56193832796681,0.0852214197411641
KP0485_AC_WP20,59.5011728353423,67.0409868425765,2.24238855,0,0.881853640889739,2.1476835717737,0.0702566490064952
KP0486_AC_WP20,7.33704445042172,1.00567373347209,2.09009693,0,0.817699745242466,2.12772332315027,0.0823539074520052
KP0487_AC_WP20,53.9431853061982,53.024423259695,5.48043877,0,0.71621041765394,2.31364799782813,0.0526636934227233
KP0488_AC_WP20,65.3257529206545,58.3376320238578,3.91303515,0.00125944584382872,0.652794128994324,2.08319360736932,0.0493127581636378
KP0489_AC_WP20,76.3799137740033,53.0168337695157,3.06228048,0,0.614157033171359,2.08984502820115,0.0442499186981317
KP0490_AC_WP20,81.8663016777083,78.193349148966,2.58758624,0.00465549348230913,0.659189374763837,2.26845543601239,0.0365501122593374
KP0491_AC_WP20,87.5396728107974,85.6687365532708,3.56298944,0,0.66746723023973,2.48486576074461,0.0468907694579465
KP0492_AC_WP20,67.3516920257003,40.1426313234531,3.51127626,0.00490547977985164,0.730199664255935,2.36833255805776,0.119964167367314
KP0493_AC_WP20,78.088466897812,54.0519817499306,2.6541832,0,0.784462048647126,2.37204815825107,0.0338049560306303
KP0494_AC_WP20,28.2436650756844,68.203697168275,1.48440993,0,0.423628696858201,2.47152883011494,0.100156727367341
KP0495_AC_WP20,83.5560755301327,87.5330620937836,1.67095083,0,0.448868549942456,2.61141139287229,0.0478402048417656
KP0499_AC_WP20,88.4306411718145,87.1460910169708,3.1172882,0.000771604938271605,0.806344356795749,2.54182386968068,0.0357411494881404
KP0500_AC_WP20,84.3021908317302,84.8434549447899,3.51799068,0.0263157894736842,0.764479835158455,2.54395434751389,0.0067591306156871
KP0501_AC_WP20,72.9075773098085,46.459210688113,3.0768923,0,0.780327702733095,2.7198844317279,0.0637727729581872
KP0502_AC_WP20,78.3874535835666,80.1290662625564,1.2794113,0.0257209664848012,0.75622984148198,2.78903164915891,0.0702084595637834
KP0503_AC_WP20,72.9533232242041,32.3577200652773,1.4180402,0.0956607495069034,0.786951196791159,2.67787993596551,0.0657751765596787
KP0504_AC_WP20,45.1411707414488,79.16807998603,2.05047686,0,0.883614507430955,2.46755964959274,0.0652216172794575
KP0505_AC_WP20,56.420969674481,79.5626538274244,1.72131207,0,0.600014957808611,2.29638668667524,0.145431859383234
KP0506_AC_WP20,45.2674635420224,76.2650669528894,1.35137097,0,0.797506815836248,2.041992004222,0.0595145550860849
KP0507_AC_WP20,70.4207695470147,84.6613311297057,1.71763687,0,0.794357632444413,2.34927009989432,0.0557411252977954
KP0508_AC_WP20,30.6500275362102,19.3425962337761,1.47346433,0.0065359477124183,0.570575660627048,2.64977807458773,0.0734990079006347
KP0509_AC_WP20,29.4444446333679,48.0845471862881,1.48115195,0,0.969933196333817,1.95340308980953,0.0277986185093139
KP0510_AC_WP20,43.5321051077158,8.37627835457431,2.61118322,0,0.849295843664015,2.13322539842113,0.0333609822246148
KP0511_AC_WP20,59.4270395005611,66.7788829548962,2.06750245,0,0.969234742406565,2.0204473580625,0.0266869477021181
KP0512_AC_WP20,46.0452901470683,31.9528386739719,4.39475354,0,0.909224346012862,2.17781547402934,0.0410871473262874
KP0513_AC_WP20,57.8841089785099,14.5501793914948,3.18807237,0,0.692631690733515,2.35362753362342,0.0165529569989248
KP0514_AC_WP20,1.51995903732922,86.397959726935,1.30096881,0,0.571717925094934,2.16270453661501,0.078642636998848
KP0515_AC_WP20,19.8387647442288,47.2596627491845,1.17559079,0.106532222709338,0.418745348539234,2.45374313624406,0.0787377842155595
KP0516_AC_WP20,86.688098081476,87.1815930646114,2.53017626,0,0.641653791294308,2.07177601782515,0.0478359970538297
KP0517_AC_WP20,73.1165849157888,51.5696172283451,2.70511754,0.034412955465587,0.599983300104578,2.22706155967084,0.0306157370386732
KP0518_LM_WP20,35.7021018340339,45.849034363777,1.79148596,0.018640350877193,0.591182188584929,2.17919861085154,0.0436916664310238
KP0519_AC_WP20,53.0485717645177,57.9978414667288,2.3927415,0.00442477876106195,0.730801984312657,1.82754404226274,0.0268336249641637
KP0520_AC_WP20,52.6500862918692,57.1576276395604,2.70858109,0,0.823220585546497,2.34156643483853,0.0122318903086735
KP0521_AC_WP20,85.9625570695617,88.0604168104424,2.07507722,0,0.72640529916422,1.7359575019691,0.078210209525556
KP0522_AC_WP20,18.6479772504788,58.9945609209494,1.4304256,0.00374158144175605,0.747342209489966,2.10769899738483,0.0948889597266353
KP0523_AC_WP20,52.6443885643555,1.60086924517974,2.29086703,0.0257602862254025,0.589034406323207,2.21344711345318,0.0778088423416415
KP0524_AC_WP20,60.9466809414597,58.2202707988857,2.19197362,0,0.64456484696632,2.55369301872198,0.0548053627283802
KP0525_AC_WP20,70.3522128298356,34.7419924277629,2.22344676,0.000848176420695505,0.656022911613602,2.15976352059473,0.0646843249687211
KP0526_AC_WP20,66.6172874075219,63.5404720541457,1.88553462,0.0143992055610725,0.710791298843236,2.07130063236048,0.066340770617318
KP0527_LM_WP20,22.5815230259204,10.215568289651,1.53534948,0.0505588078765301,0.583546998736852,2.20929813531245,0.136719502051186
KP0528_AC_WP20,71.6219643255094,77.2276773939343,2.24895909,0.0100728675525075,0.678605130264566,2.04904195090804,0.0793651993499817
KP0529_LM_WP20,19.4200575065553,34.4787473200253,1.60876589,0.0336787564766839,0.334368805619433,1.65353294222788,0.0395725743293026
KP0530_AC_WP20,88.8561031803322,89.3487963019642,2.00791235,0.0464684014869888,0.685508655477487,1.93554493143716,0.0255674524526384
KP0531_AC_WP20,84.3435811971879,85.2421881670142,1.89081622,0,0.689585191083533,1.8441509776105,0.0273949021373822
KP0532_AC_WP20,68.1746370459299,23.0449423416214,2.44746,0,0.685093483918739,1.90724019336424,0.107389114443478
KP0533_AC_WP20,55.7201341431467,16.4056387772381,3.39835272,0,0.547330051956904,2.16570505634457,0.0216403821744147
KP0534_AC_WP20,56.5537337453676,59.0694969463635,2.35103629,0.003385240352065,0.609898473299288,2.26126689704933,0.0573324363564941
KP0535_AC_WP20,14.270650913448,5.78491475753449,1.71869992,0.0230021342186388,0.542634660811754,2.58583804329998,0.0848163216526218
KP0536_AC_WP20,60.7525256130979,42.7388188927299,1.85476708,0.00151122625215889,0.596029230433852,2.37082122215516,0.107977731547332
KP0537_AC_WP20,45.2561446944719,72.0154671449665,1.68610968,0,0.554394539831042,2.12014550682832,0.0269619146591508
KP0538_AC_WP20,60.7369797602381,77.2037673753337,1.30405362,0.001,0.549497723755755,2.10964682368376,0.0913111665611362
KP0539_AC_WP20,76.0205630590333,69.571069268646,2.50150757,0,0.757886495286634,2.26027787115762,0.0668629373601552
KP0540_AC_WP20,72.833388089795,53.2266007598977,3.05382295,0.0483870967741935,0.704603974386706,2.21922587898171,0.0143461132987424
KP0541_AC_WP20,85.8710634071156,69.6556315456606,4.97730098,0,0.761659206421198,2.09740191123028,0.00759124757286508
KP0542_LM_WP20,8.27866842301524,12.5092947836315,1.74698436,0.0567820302708956,0.519945100765232,2.20737319441579,0.238680095764759
KP0543_AC_WP20_d,61.993570101649,32.3408907569795,2.58178063,0.104446742502585,0.590024634118565,1.94214621920939,0.0397271456554247
KP0544_AC_WP20,13.3474362525761,1.54418075121021,1.44582657,0.069909699970871,0.564243753439984,1.99297968884085,0.0849999066877742
KP0545_AC_WP20,80.2531658456962,71.5011210539976,2.26276364,0.0588932137417499,0.551277269072557,2.09667210692192,0.0953125839805737
KP0547_LM_WP20,15.2026350495792,31.6108253158202,2.08638273,0.046875,0.536204160156039,2.3169423863771,0.123766435886868
KP0548_LM_WP20,5.34687574058085,3.08741479379489,1.0,0.102740599107712,0.523469248026932,1.99587999741857,0.224747319350112
KP0549_AC_WP20,30.9213607334065,30.8952106800731,1.87992845,0.116138763197587,0.481678493218186,2.36349236489444,0.062400677597358
KP0549_AC_WP20_2,13.9667271553045,4.40857935042264,1.53259361,0.00517464424320828,0.512457185917214,2.07136998397648,0.0395160111327957
KP0550_LM_WP20,53.7559756262104,46.151451008867,1.65467837,0.231390449438202,0.392011609445029,1.63104057163704,0.0924013792488713
KP0551_LM_WP20,14.9098236491445,9.98251224158828,1.06001271,0.24986793449551,0.428384173735971,1.85918757772153,0.0963042131981071
KP0552_AC_WP20,5.89284685338156,47.8419106630139,2.08690732,0,0.602551518865917,1.88725205007564,0.155734056476505
KP0553_AC_WP20,29.9619626827947,16.9066627600309,1.79456004,0.00312360553324409,0.625428901400645,2.13829405891698,0.0870297825379704
KP0554_AC_WP20,16.4537179340046,20.5023263759455,2.28442747,0.000628772635814889,0.670190632638062,2.11203030600149,0.111378898004046
