plot_name	sample_name	colony_points	colony_elevation	colony_rugosity	overhang_prop	outcrop_prop	environment_rugosity	colony_range	environment_range
cur_kal_05m_20200214	KP0950_AC_WP05	10676	16.541911625092723	1.6739545463401981	0.001167346436941789	0.5229665551154566	1.887309576723529	0.11241637105572562	0.5124163710557257
cur_kal_05m_20200214	KP0952_HU_WP05	57	52.706633929285736	1.371932650071992	0.035106502905727865	0.5201230229681305	2.1116077128703643	0.011443546667317296	0.4114435466673173
cur_kal_05m_20200214	KP0954_HU_WP05	15	113.58507250313909	1.8615971044684674	0.0021568516986756174	0.5773733994959648	2.176111130587245	0.0055579635361012875	0.4055579635361013
cur_kal_05m_20200214	KP0955_HU_WP05	39	108.43349109426525	1.1271734720944455	0.356472717827521	0.5922192608189227	2.1286167982968274	0.007709633491418224	0.40770963349141826
cur_kal_05m_20200214	KP0956_HU_WP05	84	12.091278467579597	1.5527930032991035	0.0	0.6273813872884083	2.20308364784065	0.012239997024622355	0.4122399970246224
cur_kal_05m_20200214	KP0957_HU_WP05	5	66.36851160042558	2.8323542184566186	0.0	0.5733967376865549	2.184250217512183	0.004328259809015231	0.40432825980901527
cur_kal_05m_20200214	KP0958_HU_WP05	45	37.700819151594885	1.272674176082027	1.722099125937515	0.5913782800199999	2.1915878990662985	0.01076850462846294	0.410768504628463
cur_kal_05m_20200214	KP0962_AC_WP05	5204	43.97297272700656	1.2660635263145597	1.0337948556236702	0.5150573302264124	2.5991737475428507	0.11121287344662391	0.5112128734466239
cur_kal_05m_20200214	KP0963_HU_WP05	194	38.354881974657836	1.4216039958040225	0.3593325487563737	0.4481742420545469	1.959280409823632	0.020197963004011398	0.4201979630040114
cur_kal_05m_20200214	KP0965_AC_WP05	75	70.1925332396125	1.6443545703619984	0.0	0.47275918362088276	2.1348256737228017	0.012757732275938932	0.4127577322759389
cur_kal_05m_20200214	KP0966_AC_WP05	1806	61.86775545839223	1.4816994268193082	0.0024207870466087388	0.4064247311267656	2.0885040817520824	0.05356557817802388	0.4535655781780239
cur_kal_05m_20200214	KP0968_HU_WP05	8	55.19797531160496	2.0297000823078926	2.3333451627833655	0.4298237925950635	1.9004393088434761	0.00482573969071242	0.40482573969071245
cur_kal_05m_20200214	KP0969_HU_WP05	12	56.23616723246003	1.563744097050497	0.0424428201770081	0.6513414231352196	1.6401456316191407	0.005757281334906544	0.40575728133490657
cur_kal_05m_20200214	KP0970_HU_WP05	104	31.288554771849938	1.1425355413224954	0.15336723578049902	0.4001441751522041	2.0421954868364245	0.015010788686610753	0.4150107886866108
cur_kal_05m_20200214	KP0971_HU_WP05	160	28.268631756997205	1.2019080867155438	0.0	0.41740623740765914	2.0848712273070804	0.018233408323355113	0.41823340832335515
cur_kal_05m_20200214	KP0972_HU_WP05	151	27.147343725547536	1.4462549505047526	0.023290781275998613	0.39041185857192245	1.69318708743519	0.018869294817616424	0.4188692948176164
cur_kal_05m_20200214	KP0973_HU_WP05	223	58.0934912367808	1.489823975897146	0.00123031011384715	0.48361460554962465	2.0347143718270067	0.022754524258287615	0.42275452425828763
cur_kal_05m_20200214	KP0974_AC_WP05	3842	117.27678117311268	2.8851070001405077	0.0	0.8575747023999694	1.8411983966595737	0.08727493792553166	0.48727493792553167
cur_kal_05m_20200214	KP0975_AC_WP05	503	56.32039282025981	1.9764890607169645	0.0	0.5636433270593354	2.1403426582467993	0.029716560417418644	0.4297165604174187
cur_kal_05m_20200214	KP0976_AC_WP05	43	57.14184920716238	1.3599667173835968	0.0	0.6818915230999538	2.1664556738925738	0.009474675681115386	0.4094746756811154
cur_kal_05m_20200214	KP0977_AC_WP05	139	57.98624410235356	1.8280557268701398	0.0	0.6173023322787977	2.1050163251786036	0.016717264439207423	0.4167172644392074
cur_kal_05m_20200214	KP0978_AC_WP05	5474	103.72967357708828	2.129596768850076	0.0	0.42471397999766697	1.6253608773092971	0.08548662238080212	0.48548662238080215
cur_kal_05m_20200214	KP0979_HU_WP05	100	42.37668211868158	1.2527244004614884	0.0	0.4822808739661249	1.7826165861367904	0.014101383775160202	0.4141013837751602
cur_kal_05m_20200214	KP0980_HU_WP05	57	47.66925004094716	1.3052257718235143	0.0	0.7818931049626786	1.7549236695800334	0.010425249129121775	0.4104252491291218
cur_kal_05m_20200214	KP0981_AC_WP05	3954	118.04833721029756	1.1015475204350216	0.3074511403683439	0.6534731285190644	1.696335628225942	0.09431995286543914	0.49431995286543917
cur_kal_05m_20200214	KP0982_AC_WP05	11621	129.78828130172204	1.829635698628385	0.0	0.5062279065126567	1.8181026336037163	0.11892474807711852	0.5189247480771185
cur_kal_05m_20200214	KP0983_AC_WP05	1319	53.220248670012516	1.0481412668959944	0.7602718927554492	0.5811451640842652	1.7776409770292534	0.06463114743139907	0.4646311474313991
cur_kal_05m_20200214	KP0984_HU_WP05	171	46.65883369557527	1	0.7879402589482593	0.5328888857620517	2.0770479176491214	0.019629966058223168	0.41962996605822317
cur_kal_05m_20200214	KP0986_HU_WP05	106	42.46482268356834	1.4087949675718132	0.05797515135799095	0.8086476569975961	1.503252070925984	0.015568364981624267	0.4155683649816243
