,xy,xz,yz,prop,overhang,range
KP0613_LM_SB20,13.916369426292048,31.73169836729864,5.736835296598456,0.4615972104929099,No,0.15420169583933502
KP0614_LM_SB20,4.603309794485541,19.943393593485364,20.242128892727145,0.3581318233428068,Yes,0.11285641469989709
KP0615_AC_SB20,4.093773832977573,7.0404508288128,12.838104280226505,0.8359369537732529,No,0.02152954897532072
KP0616_LM_SB20,3.004372060326712,3.3078664959861728,15.672981833355335,0.3807910167962298,No,0.07637802201698687
KP0617_LM_SB20,8.789878008118455,39.8578530428016,4.3352610384988814,0.5365914909681336,No,0.17876250186881762
KP0618_LM_SB20,24.979748566477113,22.22747385177809,17.536323032788015,0.5820375430064652,No,0.109613358819656
KP0619_AC_SB20,4.352166941539611,16.15301949866258,20.469798920239125,0.766253643898031,No,0.06051440246523425
KP0620_LM_SB20,6.306668025785602,0.7425797014771263,17.76023833033309,0.5222241394460116,Yes,0.13514666434942438
KP0621_LM_SB20,16.909036522004303,22.646614436874625,13.152109675746557,0.4920548380590926,Yes,0.10826371242199574
KP0623_LM_SB20,15.872125581125486,49.26377930709384,5.17271001125798,0.38621765020426446,Yes,0.21358160456238084
KP0624_AC_SB20,25.513412895430285,14.359481923740553,27.681788473800793,0.5778767614440345,No,0.1600926702116064
KP0626_AC_SB20,7.072296783300436,13.800808743681428,18.62589277402114,0.6427647620495592,No,0.12053655963583638
KP0628_AC_SB20,11.48952447910592,12.41441481907358,31.3109864814216,0.38252726211988586,No,0.048396763618178934
KP0629_LM_SB20,2.87192821169379,29.82048777853695,7.520829702185993,0.5016771131709489,No,0.09763438787598515
KP0630_AC_SB20,32.85504504449837,49.42434402456694,4.086666844670951,0.49070191544477176,No,0.026117052573951704
KP0631_LM_SB20,0.6048710277175011,10.748281477709048,13.38896757263421,0.3149163400295546,Yes,0.1446132303947363
KP0632_AC_SB20,0.07226686965096797,8.965208896546798,1.2769265327913464,0.7447149328981646,No,0.015874228650017034
KP0633_AC_SB20,26.902017229499997,20.982650889262842,25.68280625837818,0.4999554040787105,Yes,0.11601023029295156
KP0635_AC_SB20,1.4184691860002572,7.244146647856588,6.207651333612886,0.739576128458983,No,0.08103292098879536
KP0636_AC_SB20,0.5840349456329519,7.513893353390152,0.010177445822162089,0.7535174338649765,No,0.05894303622403729
KP0637_LM_SB20,10.887229045544672,5.622105363941171,6.098959996746954,0.514491840065655,Yes,0.14832425811229946
KP0638_AC_SB20,5.234051729464534,21.817138060595923,9.70414468385956,0.45966396533481385,No,0.12637310112856162
KP0639_LM_SB20,15.050768503431422,35.81008266296984,2.0293201176268028,0.47797869971501644,Yes,0.29226362598363503
KP0640_AC_SB20,6.651801173988673,8.042285564877146,4.728543098878454,0.4299731015674158,Yes,0.12990848424870796
KP0641_LM_SB20,9.706620369999829,35.65051563538773,1.9658684797120503,0.5574687031887875,No,0.09302180140313301
KP0642_AC_SB20,25.32133710052923,3.898459008129729,16.547646755891982,0.7442912161841464,No,0.03568869183799144
KP0643_AC_SB20,0.3284671976602719,9.236259415032329,21.385952880588203,0.6496387488060805,No,0.07687407879517912
KP0644_AC_SB20,19.97949328743624,28.32247111269568,14.688538224115929,0.5796191065954929,No,0.06654098830827432
KP0646_AC_SB20,24.690770522611484,2.8422755845969885,4.375263830044,0.794742674747818,No,0.041002716627394985
KP0647_AC_SB20,3.679977870484201,27.062315514262625,31.686218173247422,0.6283551842512815,No,0.07809989216840121
KP0648_AC_SB20,3.5394667668593542,5.968183239805167,1.9249875459714487,0.5056731413180585,No,0.056384982164827784
KP0649_AC_SB20,0.6323848466539185,21.320440509626444,6.9937866733817,0.5046631789646687,No,0.10721637793333874
KP0650_LM_SB20,8.648829258243058,20.01313312862789,10.907197776681592,0.6380265766947744,No,0.1551674905254847
KP0651_AC_SB20,9.346845343398527,22.58113177157507,7.872319739449796,0.6076406850948836,No,0.0439368615504439
KP0652_AC_SB20,3.961975089447872,6.070944704874674,14.753407393083382,0.4745786951294203,No,0.038368312828803805
KP0654_AC_SB20,0.2725828611480483,12.76159936366522,4.365489691732678,0.5970142020072405,No,0.11589139604535276
KP0655_LM_SB20,11.69792190355576,44.3287834242661,8.300334804632435,0.5081933956886425,Yes,0.2096208775824638
KP0656_AC_SB20,33.33874959350709,6.491374587209653,10.387561229724767,0.6294318294000009,No,0.09456463525852113
KP0657_LM_SB20,20.64096275286283,19.208976192916975,3.7438724238495915,0.39613535860057963,No,0.09349230735985538
KP0658_AC_SB20,5.9932183123723615,6.502282360036385,20.548678913206913,0.5406897493907024,No,0.06982451910155618
KP0659_LM_SB20,2.1397651904906065,4.9643629146344725,43.509134978501365,0.45304770829484403,No,0.024859435757284363
KP0660_AC_SB20,17.558831045704522,5.996654946421852,42.367284202742724,0.6707714321642336,No,0.026157850577926425
KP0661_AC_SB20,7.470835361195181,1.5685491553842734,12.101861469574587,0.697994263709665,No,0.02251305025556297
KP0662_AC_SB20,11.353249791375188,8.960461418325858,18.970674975182813,0.5765159041293321,No,0.10726021420216603
KP0663_AC_SB20,5.7156214253999655,11.99181044348141,17.89730959297302,0.6628650460375479,No,0.17063056912392754
KP0664_LM_SB20,5.469588276858771,38.34521277654382,2.9515126562340748,0.5067574474769658,No,0.1603291139467507
KP0665_AC_SB20,3.7015603614086134,19.985995109954672,7.642688503757718,0.5531564619986771,No,0.1067084952130005
KP0666_LM_SB20,8.429404501211796,28.02234526023228,8.229952154380047,0.512161324543881,No,0.21311127698966592
KP0668_AC_SB20,24.20939724189523,14.410826371184053,12.732717660349214,0.4130001872033733,No,0.09365914734866489
KP0670_LM_SB20,9.310889099316057,58.7327334408569,8.224621659464097,0.5599514861220083,No,0.041695029779893596
KP0672_AC_SB20,2.209016245995721,14.090233667425256,5.130949974405692,0.6182875253897473,No,0.061431422909713186
KP0674_AC_SB20,4.381884388291862,6.480278429718335,14.659846825454967,0.5414588171443488,No,0.10196371986756375
KP0676_LM_SB20,11.080279009874099,39.24736870090783,1.3944486829369274,0.5210090239818588,Yes,0.22906101147756602
KP0678_AC_SB20,2.161194698821956,26.24205799428301,14.582026300134943,0.513375142460933,No,0.054304451517419285
KP0679_AC_SB20,38.43724032243702,8.248205490939842,16.332864450367815,0.4675634051805804,No,0.0415712571519234
KP0680_LM_SB20,14.613677270132666,12.458336827965029,17.54906549608189,0.5033845402844881,Yes,0.16880612982225465
KP0681_AC_SB20,43.445829073786676,13.701759510268497,26.833051090547336,0.7162302879813528,No,0.05270868631784221
KP0682_LM_SB20,23.31470180933607,33.12937050220432,13.903351902471588,0.5221238802297026,Yes,0.11604491906962809
KP0683_AC_SB20,27.972351706969956,11.677149241986823,18.105106935406873,0.46289873265405096,No,0.0736744280985672
KP0684_LM_SB20,3.8592824726444928,8.718546203579612,9.670270213760068,0.6425065414447683,No,0.04960184821649463
KP0685_AC_SB20,22.20790363729175,29.495653167592163,4.18039750514261,0.5658730935202501,No,0.12302083346346153
KP0686_AC_SB20,22.09181819417791,25.872280978503372,15.965075624305952,0.7393700340295769,No,0.03407748277876032
KP0687_AC_SB20,15.011660973851324,9.822509421566528,32.66888709430894,0.4144037875254051,Yes,0.1416721468877594
KP0688_AC_SB20,5.612526470191715,14.75568435238194,32.92172235268737,0.6142510800523239,No,0.11979894368232791
KP0689_AC_SB20,23.384408131649018,24.55183505132846,13.726257853147494,0.5993332443342856,No,0.04542499197041848
KP0690_AC_SB20,4.9913625714243555,35.01590183936178,4.535767633176047,0.520522973422468,No,0.1842313371140225
KP0691_AC_SB20,37.216710078558506,13.673196516551418,7.318768330349383,0.668544021538368,No,0.03540094550242059
KP0692_AC_SB20,2.8351545596071186,9.847456750065266,16.430671453962752,0.5866116606059677,No,0.11134381335250701
KP0693_AC_SB20,1.7629198085150812,33.37582207988421,2.727516407961401,0.5276819763107334,Yes,0.1301122505086805
KP0694_LM_SB20,0.2996543419005343,34.97328146461502,6.210396537489952,0.32606464236240346,Yes,0.22742002326132135
KP0695_AC_SB20,22.436885568515624,7.979572881436643,3.7975539883831995,0.47887798225333456,No,0.04821664864383619
KP0696_AC_SB20,7.968422923941903,5.646182226150163,40.173131629554895,0.4886272884640855,No,0.03273835303784461
KP0697_AC_SB20,3.096859606331275,2.155601102654543,5.434568214810576,0.38899158324739874,No,0.07927765464330574
KP0698_AC_SB20,14.35884432257454,42.26571506999413,11.201718201841665,0.5443700816996221,No,0.20917823231563648
KP0699_AC_SB20,6.983830286991367,25.708017446088093,41.975343802707975,0.6331923722558347,No,0.040081727785611025
KP0700_LM_SB20,39.13829791688408,40.38313642901584,2.6952804611813446,0.4875682046083351,Yes,0.23876924132136898
KP0702_AC_SB20,6.69636701985613,24.141315547946462,2.993203145998498,0.6936870812379524,No,0.09605572267819129
KP0703_AC_SB20,11.561573220432358,15.670554995802865,11.371052840970926,0.5631034714155738,No,0.08067898929913905
KP0704_AC_SB20,5.417351658420934,23.06176583521911,8.557871852271298,0.5218358072697636,Yes,0.13882085089672852
KP0706_LM_SB20,15.62728172845996,43.815387225439544,4.270608473122978,0.4138577225691793,Yes,0.1325641454482525
KP0707_LM_SB20,30.080809221376864,33.44732113445186,3.759933694886273,0.3097066557741744,Yes,0.18759064909391976
KP0708_AC_SB20,15.09807649768431,6.045751020869053,47.519146266890814,0.46347911569799805,No,0.07158687666374121
KP0709_AC_SB20,5.158124309512487,14.794367542568061,4.528839053079431,0.6288564272144994,No,0.06430298161647245
KP0710_AC_SB20,0.7058390422377369,11.116792749390333,10.476699574751922,0.5085141972868648,No,0.11783917413298181
KP0711_AC_SB20,2.4862304851488926,25.28138797494995,45.82103477527098,0.5410973712422825,No,0.05634511512039825
KP0712_AC_SB20,26.75442780639182,33.18063660690789,2.771327463151099,0.5881026021880448,Yes,0.1914368509013438
KP0714_AC_SB20,0.6307412434575974,8.028518112276014,25.5618152436462,0.504293361891581,No,0.09294683235670294
KP0715_LM_SB20,14.725023795453158,16.506529614979073,0.6681060509355347,0.44553055724723883,No,0.09922230988066648
KP0716_LM_SB20,56.17879296915102,36.22919214955141,5.128215143662483,0.5482699486063133,Yes,0.25002045913890936
KP0717_AC_SB20,5.361155871983119,15.449512661155977,3.6083569107835634,0.7565796421601861,No,0.11816256987391605
