,x,y,z
KP0287_LM_WP20,-2.301240592577104,-66.89969002406265,-8.843934725472325
KP0288_LM_WP20,-1.8756184236393891,-67.50886958650692,-9.718675937625838
KP0289_AC_WP20,-2.009281794720495,-68.4179901500068,-9.13475989059871
KP0290_LM_WP20,-3.281549660734646,-69.44943272471673,-9.558905345947908
KP0291_AC_WP20,-1.8209452661737333,-70.33755331678358,-9.308506985602225
KP0292_AC_WP20,-0.9329694308353971,-70.46558655363859,-7.591943694659044
KP0293_LM_WP20,3.625151833156269,-73.7661073360941,-10.812675225777639
KP0294_AC_WP20,2.583731032986272,-77.86757156415548,-10.018958588840295
KP0295_AC_WP20,3.6382891961506867,-78.12189838076975,-8.669729522571814
KP0296_AC_WP20,3.56216407704402,-79.99120305981342,-8.023180815511846
KP0297_AC_WP20,2.9656373835942835,-80.15337374090474,-8.13306685272985
KP0298_AC_WP20,2.092285230470496,-80.12855731905755,-9.382376221868885
KP0299_AC_WP20,3.448029580990914,-80.66747805321646,-8.279845810652642
KP0300_AC_WP20,3.2049172005270723,-80.94313874872371,-8.61993358721244
KP0301_AC_WP20,1.7273866800608453,-80.83874479575637,-9.058737899776613
KP0302_AC_WP20,2.429206552071788,-81.72506259718307,-9.962075806527782
KP0303_AC_WP20,1.7215939882944642,-81.84670657356348,-9.08605414711706
KP0304_AC_WP20,2.088926957179094,-82.12546135635587,-8.931988087928012
KP0305_AC_WP20,-4.811213632947263,-93.10664074708956,-2.2662394597411506
KP0306_LM_WP20,3.5708111413816725,-94.82105617208936,-8.916577175696254
KP0309_AC_WP20,6.054804423146727,-86.06968340806415,-8.368186130693424
KP0310_AC_WP20,6.448026729584155,-85.08131863468518,-7.174337460904688
KP0311_AC_WP20,6.505017522553361,-83.9443492403747,-7.463490981664066
KP0312_AC_WP20,6.9860606094255395,-84.50205003428707,-7.502384859989085
KP0313_AC_WP20,7.629929356950001,-84.4920155355505,-7.512028544586954
KP0315_AC_WP20,4.9700604506325625,-76.96767101255071,-9.91955482381146
KP0316_AC_WP20,4.620059360358121,-76.86519480066245,-10.21301856739289
KP0317_AC_WP20,4.3417289111686195,-77.20298044832295,-10.517175305742013
KP0318_LM_WP20,3.200669919178075,-74.97779228187696,-11.33522189310746
KP0319_LM_WP20,4.928899581242314,-70.7838219636021,-11.535573537666453
KP0320_LM_WP20,4.892002571565712,-70.06052564705539,-11.580998966134551
KP0321_LM_WP20,4.866861630971662,-69.04040749790981,-9.590137825994965
KP0322_LM_WP20,0.45897089038357586,-66.254242651606,-10.298159846239942
KP0323_AC_WP20,-5.782444508047351,-43.31042288317177,-2.0044130109238587
KP0324_AC_WP20,-6.146114679657066,-43.10800241195793,-1.8021242434319298
KP0325_AC_WP20,-8.142234671289836,-44.16251639143213,-2.056371772855787
KP0326_AC_WP20,-9.51661973506381,-44.59933759614924,-1.4772092999063542
KP0327_AC_WP20,-6.858798460686893,-44.00722733970975,-2.6091513540339655
KP0328_LM_WP20,-9.905705306610677,-45.469664372496254,-3.456229595889063
KP0329_AC_WP20,-10.084384041893424,-46.34220800300549,-3.6551859565749005
KP0330_LM_WP20,-8.09624401375154,-47.33448790044583,-4.536915533384811
KP0331_AC_WP20,-5.856707012160184,-47.18552169716021,-5.938312181520402
KP0332_AC_WP20,-5.840564883137704,-47.90763963535267,-5.43642457361371
KP0333_AC_WP20,-5.6220748199946655,-48.20367283228715,-5.162953536382606
KP0334_AC_WP20,-5.193735922591824,-48.11342553184748,-5.629075686832614
KP0335_AC_WP20,-7.409171342055222,-49.25797373937225,-3.381303825247201
KP0336_AC_WP20,-7.7699781423846215,-49.404846656500844,-3.395126632415506
KP0337_AC_WP20,-7.636301566961103,-49.972809698449765,-3.5275292276283032
KP0338_AC_WP20,-6.434910120154021,-50.55640542589789,-3.7296025843924916
KP0339_AC_WP20,-6.27450581099167,-50.491506859639706,-5.28865819367981
KP0340_AC_WP20,-5.5842313294388575,-50.46190229031375,-5.434891829310379
KP0341_LM_WP20,-6.193776477850297,-49.984647268858836,-8.06463126722727
KP0342_LM_WP20,-5.523884990903308,-50.12189081004581,-8.277687687092557
KP0343_LM_WP20,-5.253130132228012,-50.639944224929366,-7.605758716562377
KP0344_LM_WP20,-3.1868135888736635,-50.85239680438112,-8.368439253877092
KP0345_LM_WP20,-5.5915868034585925,-52.81958118833384,-7.750990399760379
KP0346_AC_WP20,-4.245422364750605,-52.68921873897099,-7.615715197242709
KP0347_AC_WP20,-1.840526860285558,-52.63450753363918,-9.187982052555643
