plot_name	sample_name	colony_points	ground_elevation	overhang_prop	outcrop_prop	environment_rugosity	colony_radius	environment_radius
WP20	KP0470_AC_WP20	20227	71.61050776	0.064109641	0.537967966	2.53222188	0.187083056	0.1
WP20	KP0471_AC_WP20	11195	87.12373714	0.146794988	0.529813957	1.9907969	0.137093326	0.1
WP20	KP0473_LM_WP20	89	93.94251232	0.047294501	0.348742677	2.852389986	0.0188433	0.1
WP20	KP0474_AC_WP20	26	107.8565734	0.062473462	0.640749454	2.725928066	0.009403585	0.1
WP20	KP0475_AC_WP20	1533	81.20236005	0.204024767	0.659799259	2.672362544	0.049916775	0.1
WP20	KP0477_AC_WP20	5443	104.7324748	0	0.73656727	3.238068848	0.084283834	0.1
WP20	KP0479_AC_WP20	10052	23.35045202	0	0.509219623	2.411847851	0.142795916	0.1
WP20	KP0481_AC_WP20	1156	67.0183725	0	0.636148142	1.871277506	0.066819294	0.1
WP20	KP0482_LM_WP20	14382	107.900897	0.075492729	0.474984504	1.825522442	0.18914365	0.1
WP20	KP0484_AC_WP20	2060	59.1934898	0.308179763	0.392634902	1.401188321	0.08522142	0.1
WP20	KP0485_AC_WP20	2111	72.67869098	0	0.746918294	2.639448616	0.070256649	0.1
WP20	KP0486_AC_WP20	4606	12.45887107	0	0.642658048	2.356062035	0.082353907	0.1
WP20	KP0487_AC_WP20	1486	87.39284038	0	0.590202207	2.34627282	0.052663693	0.1
WP20	KP0488_AC_WP20	595	103.6470346	0	0.692538999	2.830053537	0.049312758	0.1
WP20	KP0489_AC_WP20	392	81.13850752	0	0.563367955	2.030165331	0.044249919	0.1
WP20	KP0490_AC_WP20	717	85.20802747	0.006409973	0.773821593	3.10746941	0.036550112	0.1
WP20	KP0491_AC_WP20	441	102.3475532	0	0.522304644	1.581314692	0.046890769	0.1
WP20	KP0492_AC_WP20	10239	92.31311285	0.01423838	0.607104232	2.811861911	0.119964167	0.1
WP20	KP0493_AC_WP20	383	75.76881453	0	0.66776025	3.008627589	0.033804956	0.1
WP20	KP0494_AC_WP20	7639	103.9444953	0	0.685884828	2.374727795	0.100156727	0.1
WP20	KP0495_AC_WP20	842	75.92022619	0	0.786533441	2.102214326	0.047840205	0.1
WP20	KP0499_AC_WP20	897	86.20318748	0	0.765320603	2.661010385	0.035741149	0.1
WP20	KP0501_AC_WP20	1420	82.12731259	0	0.611947473	2.150767246	0.063772773	0.1
WP20	KP0505_AC_WP20	12662	38.69185131	0	0.665553754	2.357981892	0.145431859	0.1
WP20	KP0508_AC_WP20	2018	33.12354109	0.007414839	0.502875121	2.143730865	0.073499008	0.1
WP20	KP0510_AC_WP20	473	50.01622873	0	0.626422938	3.233884852	0.033360982	0.1
WP20	KP0512_AC_WP20	585	107.0072449	0	0.742852503	2.474493234	0.041087147	0.1
WP20	KP0513_AC_WP20	63	68.86720766	0	0.494247552	1.482967168	0.016552957	0.1
WP20	KP0515_AC_WP20	2210	44.86904404	1.01487118	0.4796654	1.682274905	0.078737784	0.1
WP20	KP0516_AC_WP20	849	82.79458124	0	0.632903872	2.006471081	0.047835997	0.1
WP20	KP0521_AC_WP20	3477	43.43247499	0	0.760263557	2.287912705	0.07821021	0.1
WP20	KP0522_AC_WP20	6129	124.7706355	0.011843058	0.706394391	2.732302393	0.09488896	0.1
WP20	KP0523_AC_WP20	2824	19.1200406	0.057045536	0.522198033	2.330019979	0.077808842	0.1
WP20	KP0524_AC_WP20	1599	43.96425731	0	0.775917654	2.056722787	0.054805363	0.1
WP20	KP0526_AC_WP20	3599	69.32862128	0.244599087	0.624880669	3.38239762	0.066340771	0.1
WP20	KP0528_AC_WP20	4112	78.30697033	0.059549221	0.665061699	2.861105925	0.079365199	0.1
WP20	KP0529_LM_WP20	312	19.51650556	0.070777006	0.425153094	1.495086941	0.039572574	0.1
WP20	KP0530_AC_WP20	358	87.34949149	0.104736261	0.629841485	3.397020422	0.025567452	0.1
WP20	KP0532_AC_WP20	9845	110.6706589	0	0.655259629	2.408921416	0.107389114	0.1
WP20	KP0533_AC_WP20	167	16.41121332	0	0.668306961	1.415733194	0.021640382	0.1
WP20	KP0535_AC_WP20	3912	29.00113648	0.068234723	0.471669418	1.756905931	0.084816322	0.1
WP20	KP0536_AC_WP20	7338	64.43299562	0.002319034	0.762893859	2.117420973	0.107977732	0.1
WP20	KP0537_AC_WP20	374	27.08427237	0	0.549558013	2.15714164	0.026961915	0.1
WP20	KP0539_AC_WP20	1717	93.55149456	0	0.781787105	3.007358306	0.066862937	0.1
WP20	KP0540_AC_WP20	48	79.40336833	0.099649892	0.550007215	2.634643343	0.014346113	0.1
WP20	KP0545_AC_WP20	5637	107.9525186	0.460460671	0.481888064	2.165121383	0.095312584	0.1
WP20	KP0547_LM_WP20	6589	52.06490472	0.214269015	0.535893575	1.777170343	0.123766436	0.1
WP20	KP0548_LM_WP20	22283	85.28572007	0.15775881	0.469769716	1.427841849	0.224747319	0.1
WP20	KP0549_AC_WP20	1695	30.19839089	0.398157435	0.410924955	2.051039552	0.062400678	0.1
WP20	KP0551_LM_WP20	3614	7.087714066	0.296962149	0.337349317	1.292031494	0.096304213	0.1
WP20	KP0552_AC_WP20	3905	27.83190347	0	0.692024817	1	0.155734056	0.1
WP20	KP0554_AC_WP20	7309	19.77821706	0.000140082	0.648713939	2.588927391	0.111378898	0.1
WP20	KP0557_AC_WP20	4150	49.26982241	0.632432266	0.425455943	1.376699502	0.089357327	0.1
WP20	KP0558_LM_WP20	17637	130.8275432	0.000812992	0.57983979	1.648214114	0.20877568	0.1
WP20	KP0559_AC_WP20	2727	38.94449759	0.115867423	0.428888083	1.535223302	0.077039444	0.1
WP20	KP0563_AC_WP20	128	119.7805507	0.68098324	0.540790863	2.947756259	0.020147801	0.1
WP20	KP0568_AC_WP20	644	70.40548652	0	0.604640193	2.484794996	0.045830184	0.1
WP20	KP0569_AC_WP20	2967	26.62318023	0.008624764	0.528251676	2.62394436	0.064940489	0.1
WP20	KP0570_LM_WP20	7506	32.3419859	0.000811159	0.425071151	1.575612718	0.139762695	0.1
WP20	KP0571_AC_WP20	577	57.03611777	0.24238885	0.638174338	1.891457409	0.035877902	0.1
WP20	KP0572_AC_WP20	1226	59.78948317	0	0.563840034	2.002664543	0.049217962	0.1
WP20	KP0575_AC_WP20	5918	57.60681548	0	0.638012006	2.787101351	0.130679417	0.1
WP20	KP0579_AC_WP20	1050	32.72284598	0.660943796	0.446499991	1.486663827	0.049469723	0.1
WP20	KP0581_AC_WP20	532	94.07280215	0.308502587	0.513155731	1	0.048167724	0.1
WP20	KP0582_AC_WP20	30	121.9905451	0.043148539	0.725897255	2.083628288	0.009521634	0.1
WP20	KP0583_LM_WP20	6160	114.0680344	0.301037547	0.490985276	1.843022907	0.132605128	0.1
WP20	KP0584_AC_WP20	1399	86.46316835	0.061903327	0.557308861	2.189534454	0.063295344	0.1
WP20	KP0585_LM_WP20	6477	119.5072674	0.000552927	0.76478015	1.69455252	0.134678833	0.1
WP20	KP0588_LM_WP20	12237	101.8249376	0.328147174	0.494059535	1.890683452	0.186130665	0.1
WP20	KP0590_AC_WP20	740	55.81365978	0.009260512	0.755455686	2.600972886	0.039657299	0.1
WP20	KP0591_AC_WP20	235	52.81281848	0.204854333	0.49410018	2.412015838	0.032127635	0.1
SB20	KP0613_LM_SB20	15915	67.35741862	0.009420605	0.592912259	2.299504264	0.154201696	0.1
SB20	KP0614_LM_SB20	7912	120.0945538	0.480304155	0.364440692	2.149290594	0.112856415	0.1
SB20	KP0616_LM_SB20	3748	27.92908033	0.031995051	0.276672074	1.38205244	0.076378022	0.1
SB20	KP0617_LM_SB20	19934	36.69364405	0.002735025	0.573650653	2.49170548	0.178762502	0.1
SB20	KP0618_LM_SB20	7487	99.94629522	0.354586282	0.552160565	2.414130675	0.109613359	0.1
SB20	KP0620_LM_SB20	10418	32.31174325	0.905183762	0.500873646	1.463055877	0.135146664	0.1
SB20	KP0626_AC_SB20	8638	26.94279021	0.015661612	0.673432317	2.043491816	0.12053656	0.1
SB20	KP0629_LM_SB20	5091	35.23791982	0.477471094	0.480086512	2.374494741	0.097634388	0.1
SB20	KP0631_LM_SB20	11053	14.12181821	0.325889709	0.251972057	1.517083483	0.14461323	0.1
SB20	KP0636_AC_SB20	1608	24.95663808	0	0.829093549	1.988463159	0.058943036	0.1
SB20	KP0637_LM_SB20	18361	43.90283976	0.001121549	0.621602249	1.885782823	0.148324258	0.1
SB20	KP0638_AC_SB20	9666	71.41065978	0	0.506107593	1.841819614	0.126373101	0.1
SB20	KP0639_LM_SB20	53408	128.8076793	0.340421314	0.427979436	2.136499819	0.292263626	0.1
SB20	KP0640_AC_SB20	13705	45.95703501	0.081169842	0.48327496	2.591899059	0.129908484	0.1
SB20	KP0643_AC_SB20	4810	4.002877778	0.007996379	0.621352741	1.736849536	0.076874079	0.1
SB20	KP0646_AC_SB20	785	96.14495998	0	0.904506447	2.190474638	0.041002717	0.1
SB20	KP0647_AC_SB20	1629	56.29868005	0	0.696483692	1.948209276	0.078099892	0.1
SB20	KP0648_AC_SB20	2835	45.03323376	0.131194611	0.61282359	2.465294498	0.056384982	0.1
SB20	KP0649_AC_SB20	6503	7.727757806	0.12767941	0.520843117	2.169892184	0.107216378	0.1
SB20	KP0650_LM_SB20	21942	32.72393264	0	0.608197129	2.583960367	0.155167491	0.1
SB20	KP0652_AC_SB20	894	2.783224163	1.097851364	0.463735867	2.009944971	0.038368313	0.1
SB20	KP0654_AC_SB20	11623	112.0289839	0.000887116	0.611062725	1.620417303	0.115891396	0.1
SB20	KP0657_LM_SB20	3817	10.16950866	0.064811171	0.394044096	1.121193947	0.093492307	0.1
SB20	KP0658_AC_SB20	4907	28.2858329	4.56E-07	0.575536191	1.75338185	0.069824519	0.1
SB20	KP0659_LM_SB20	304	53.34483334	0.814467164	0.336116698	1.649578612	0.024859436	0.1
SB20	KP0660_AC_SB20	257	123.7778833	0	0.824486652	1.622827265	0.026157851	0.1
SB20	KP0661_AC_SB20	181	2.510961985	0	0.58926979	1.943306063	0.02251305	0.1
SB20	KP0662_AC_SB20	10678	130.7728562	0.00644118	0.607623607	2.407594196	0.107260214	0.1
SB20	KP0664_LM_SB20	14662	27.91692424	0.060551528	0.485666722	2.349245435	0.160329114	0.1
SB20	KP0665_AC_SB20	5961	21.22152463	0	0.526642552	1.88530512	0.106708495	0.1
SB20	KP0666_LM_SB20	26361	11.28316778	0	0.675973326	2.336743641	0.213111277	0.1
SB20	KP0668_AC_SB20	3768	12.50711651	0.002191082	0.416126269	2.079198442	0.093659147	0.1
SB20	KP0670_LM_SB20	644	112.8658378	0.118328998	0.537281662	2.011537739	0.04169503	0.1
SB20	KP0676_LM_SB20	37911	130.1585913	0.06699212	0.527535078	4.075729529	0.229061011	0.1
SB20	KP0678_AC_SB20	1512	41.83120164	0.025408101	0.475645384	2.56227101	0.054304452	0.1
SB20	KP0679_AC_SB20	1212	88.23398914	0.17832511	0.576386252	2.344238422	0.041571257	0.1
SB20	KP0680_LM_SB20	18367	34.6402519	0.10015238	0.466478196	2.209512392	0.16880613	0.1
SB20	KP0681_AC_SB20	1264	123.8763296	0	0.736595014	2.324311999	0.052708686	0.1
SB20	KP0682_LM_SB20	8410	111.9022795	0.2178138	0.523127851	2.613096269	0.116044919	0.1
SB20	KP0686_AC_SB20	415	31.067878	0	0.884811651	1.957955624	0.034077483	0.1
SB20	KP0688_AC_SB20	10289	25.26036087	0	0.593693624	2.125397679	0.119798944	0.1
SB20	KP0690_AC_SB20	21977	29.79091481	0.051688734	0.522808713	2.854431295	0.184231337	0.1
SB20	KP0691_AC_SB20	273	62.05978763	0.626501933	0.439130729	2.311145322	0.035400946	0.1
SB20	KP0693_AC_SB20	11369	22.08139969	0.20793727	0.546586532	2.606006392	0.130112251	0.1
SB20	KP0694_LM_SB20	38996	38.70159381	0.015440804	0.435412351	2.272365073	0.227420023	0.1
SB20	KP0696_AC_SB20	450	31.59083756	0.074967334	0.510919004	1.244002669	0.032738353	0.1
SB20	KP0698_AC_SB20	27665	46.06975492	0.052145069	0.579575149	2.07818421	0.209178232	0.1
SB20	KP0699_AC_SB20	752	98.91506433	0	0.505434049	1.738992797	0.040081728	0.1
SB20	KP0703_AC_SB20	5721	4.656784379	0.002320326	0.640498107	2.502719685	0.080678989	0.1
SB20	KP0704_AC_SB20	16513	11.47352844	0.104366633	0.535980632	1.964080065	0.138820851	0.1
SB20	KP0706_LM_SB20	12781	95.37613008	0.14066435	0.400811791	2.475590938	0.132564145	0.1
SB20	KP0707_LM_SB20	26278	3.65167243	0.356525822	0.250139262	2.315787895	0.187590649	0.1
SB20	KP0708_AC_SB20	2572	58.97555851	0.237336255	0.472468959	1.490205923	0.071586877	0.1
SB20	KP0709_AC_SB20	2632	42.38297626	0	0.630131835	2.507213469	0.064302982	0.1
SB20	KP0712_AC_SB20	13109	40.21261794	0.110299201	0.54361288	1.914230802	0.191436851	0.1
SB20	KP0714_AC_SB20	7751	102.3541855	0.138080277	0.509288792	2.584707015	0.092946832	0.1
SB20	KP0716_LM_SB20	40847	97.02852044	0.641729061	0.463930385	1.85316502	0.250020459	0.1
SB20	KP0717_AC_SB20	6867	17.13378986	0.000338681	0.772322027	1.499524201	0.11816257	0.1
SB20	KP0718_LM_SB20	5641	45.53164319	0.005248361	0.511981751	2.102882892	0.101149956	0.1
SB20	KP0720_AC_SB20	3359	27.54642613	0	0.716046969	2.035099693	0.078106204	0.1
