,xy,xz,yz,prop,overhang,range
KP0287_LM_WP20,8.922387702491712,10.76171429249967,37.16791553754695,0.37179115737916857,Yes,0.16147725955473008
KP0288_LM_WP20,4.1888175661760965,22.806077837710614,4.72912954543098,0.46590091839198244,Yes,0.192994662790927
KP0289_AC_WP20,4.330196709230214,6.393028567292255,3.5575675870418113,0.7231497329060479,No,0.08524912600603311
KP0290_LM_WP20,4.524244917186674,6.089979649476013,21.266777107676972,0.5867272667650077,No,0.10155993608591661
KP0291_AC_WP20,7.053779239917538,10.372056807530234,29.14562581924806,0.5028771796504602,No,0.036430247614287356
KP0292_AC_WP20,29.618921041395655,12.51159786109761,2.3441424610747252,0.7027554508776208,No,0.04202647520511897
KP0293_LM_WP20,11.251266986357473,7.386991183333873,45.34585187713326,0.48229680430114297,No,0.20136521812451338
KP0294_AC_WP20,31.62009226987768,9.345530683437087,26.208769717887492,0.51175640303604,No,0.07209266209383945
KP0295_AC_WP20,10.717843092722084,17.210224012853434,12.848125818463126,0.6092721690352527,No,0.1392516310961565
KP0296_AC_WP20,16.503957977775688,0.6742076777987821,13.491318656991035,0.7751563271326952,No,0.027384867470405846
KP0297_AC_WP20,15.17429652374974,14.930583223739168,5.118044923810588,0.7111645563422526,No,0.034853831416438025
KP0298_AC_WP20,16.396139272592553,9.882880866228888,21.177211748349425,0.5577730578717813,No,0.05438946773930315
KP0299_AC_WP20,17.082132520597717,19.7743045452499,4.702522577657729,0.7082626283878105,No,0.03908459568824089
KP0300_AC_WP20,43.45965262842884,12.454165008529287,1.65994208986143,0.5629954328448629,No,0.040144847531793315
KP0301_AC_WP20,22.44226404098476,1.3009894306111653,1.9649238823521469,0.4767420210881647,No,0.034438941741519555
KP0302_AC_WP20,10.524121298264348,9.2629902584787,41.433691615005074,0.5398846441287442,No,0.027537488195492853
KP0303_AC_WP20,5.633849664451353,14.215410679254271,21.763518250965987,0.5845795047488401,No,0.057614196418462646
KP0304_AC_WP20,10.089506418911059,5.391045274980307,13.564159556682341,0.613946050844836,No,0.11715713901891044
KP0305_AC_WP20,24.5963872257124,7.939757616090889,2.771792667939691,0.692542351823432,No,0.09084180210253433
KP0306_LM_WP20,2.5513142650391334,29.397075596852183,22.15887230067136,0.7669698187351911,No,0.09256407413984351
KP0309_AC_WP20,3.7222367953985067,1.283974836229402,34.08787986756569,0.4432336616710168,No,0.07435244610333692
KP0310_AC_WP20,21.412089033175036,9.805283761640935,0.8502916182111059,0.7335626649352738,No,0.14546626213885663
KP0311_AC_WP20,14.363401029947077,3.8791873197265647,8.499438044326588,0.7588852899623759,No,0.03637561405868192
KP0312_AC_WP20,23.92219465332184,31.374772855193278,10.720234380590435,0.7381860319985704,No,0.03247620564639649
KP0313_AC_WP20,27.39278139930723,2.886262503648591,1.888778923085471,0.7598273238131117,No,0.06039152080030858
KP0315_AC_WP20,12.69998149508457,14.461702789068084,2.785765194766395,0.7526572367517135,No,0.04802366110701803
KP0316_AC_WP20,51.02181547566167,33.01999109809398,23.363430976666187,0.7206219549306123,No,0.016541622261815936
KP0317_AC_WP20,26.07068514814039,26.591911181548817,5.8888073259367495,0.6380235296918095,No,0.02874008098173182
KP0318_LM_WP20,7.4168571086582356,41.8711891153245,3.659016411028675,0.5903802694617973,No,0.040168077103460494
KP0319_LM_WP20,1.289025221085083,37.57193138818946,1.9368143340204003,0.3522787538696736,No,0.08220772297508175
KP0320_LM_WP20,22.684634614343565,17.321072240057976,9.399428514934362,0.22672272577150226,Yes,0.1459112204097564
KP0321_LM_WP20,27.915276701555214,35.25562722876575,15.388625166277718,0.5060325093298631,No,0.04895177873303656
KP0322_LM_WP20,11.95599197760187,30.34584829777714,21.443425827977705,0.4458675979662912,Yes,0.3017741824056376
KP0323_AC_WP20,12.923606774412422,15.691938026092918,26.1203756558235,0.7285746132096835,No,0.01507131939144032
KP0324_AC_WP20,24.49929677817671,13.318519519165662,6.577010351758511,0.7406980661936511,No,0.08469531546853999
KP0325_AC_WP20,2.254298980082451,6.395734868147926,12.667653788737606,0.6062715049884999,No,0.047099767902414505
KP0326_AC_WP20,14.687024548320405,3.034727472896371,3.242285557328838,0.7844680000855108,No,0.07099122368460108
KP0327_AC_WP20,0.6781216395715273,14.891435578713828,9.804917437272055,0.5310587023421239,No,0.09619156281685823
KP0328_LM_WP20,1.5168188734159527,35.68740754495474,2.618248017266531,0.49565383467644664,No,0.06576529454827712
KP0329_AC_WP20,44.54159172454976,21.901457384087536,6.3350667566826475,0.5801851906340919,No,0.0967450335564861
KP0330_LM_WP20,5.262094034203458,2.090841272344188,10.102643894864267,0.5286827941825808,No,0.12904861259745562
KP0331_AC_WP20,6.227463361016552,17.79121421745609,19.93854765019963,0.5117549623371354,No,0.08422570942549983
KP0332_AC_WP20,24.60596210159263,8.502511507213667,2.430491653505496,0.7075987854297838,No,0.06850610509671318
KP0333_AC_WP20,9.754688181707525,11.59394560746159,17.14049376957342,0.7252404458695313,No,0.02477408752153917
KP0334_AC_WP20,30.446012948581792,0.21174766014048024,0.14255027470739298,0.6105085753169046,No,0.05993230667364257
KP0335_AC_WP20,29.733812922996833,15.500340035113354,20.180427989968187,0.7337393956230918,No,0.04331115427297519
KP0336_AC_WP20,2.244242980870712,0.7059244574948286,1.1130823826982592,0.7499378638040051,No,0.04881662476684599
KP0337_AC_WP20,7.785872639633106,11.67030575114292,7.239595368774583,0.7396279756774442,No,0.04353748828083483
KP0338_AC_WP20,13.302898668577308,34.29820428427423,15.401541023242247,0.7130497231426167,No,0.15669648186022286
KP0339_AC_WP20,24.082766738144166,40.02750890762809,5.390843952817644,0.45671166563386323,No,0.026908544645715883
KP0340_AC_WP20,5.168246172143148,20.512007603820518,24.478987092974055,0.5093968451898123,No,0.15745578916643277
KP0341_LM_WP20,3.926499366798493,23.571578133181525,13.091273027574012,0.43590793197582717,Yes,0.11410081680947078
KP0342_LM_WP20,6.821993140414875,8.783171668008295,31.185899742637435,0.4045535114530056,Yes,0.23916294623383652
KP0343_LM_WP20,8.917499183135842,11.31282266176049,23.000194715891936,0.4447405800693592,Yes,0.10826188923110718
KP0344_LM_WP20,4.182521875325071,22.616669391902395,10.585388346422578,0.5593467596513482,Yes,0.2704929475367899
KP0345_LM_WP20,16.403132489538674,18.168581300584353,26.445035718744208,0.4228732342481113,No,0.19909318845281646
KP0346_AC_WP20,11.722442209380768,13.302530317371955,6.952987733114975,0.6352911122429071,No,0.06867113564796223
KP0347_AC_WP20,20.3425230767648,43.644438673481,15.85702022830197,0.5804376526282758,No,0.12501959775651758
KP0348_LM_WP20,20.345780077867406,37.27655313847127,12.793627512726648,0.5742774213980728,Yes,0.23662815988653538
KP0349_LM_WP20,2.3505777347576444,23.95419070780513,1.110644636360295,0.5085755355927565,No,0.27302625354644294
KP0350_LM_WP20,7.649949429296753,22.874906594794673,25.85007168344937,0.3825172289587007,Yes,0.3826301622501167
KP0351_AC_WP20,26.433127118299726,2.9409178145071317,3.8472207874111213,0.6345807315458596,No,0.07128402457920734
KP0352_AC_WP20,24.806576549631117,2.9814398238322313,13.428024409821381,0.7131461881022881,No,0.11104871037803402
KP0353_AC_WP20,38.207610049272894,8.890686351078793,11.760866327106283,0.4558665625278653,No,0.14207936824201306
