X,x,y,z
KP0565_AC_WP20,-1.99654475675464,6.83609180195532,-1.07928805691155
KP0566_LM_WP20,-2.96147017630299,6.27903894185462,-0.831550818598141
KP0567_LM_WP20,-2.65139178501251,6.29920766487142,-0.805632685696426
KP0568_AC_WP20,-2.04781679129318,5.66376996961462,-0.983496338416711
KP0569_AC_WP20,-2.09477682552814,5.59906880951298,-1.08555216453323
KP0570_LM_WP20,-2.22397611246294,5.53305701345294,-1.28489907923544
KP0571_AC_WP20,-2.43998491552989,4.93597314967622,-0.820691926565853
KP0572_AC_WP20,-1.7757273294891,4.69604670271442,-1.4452005916517
KP0573_LM_WP20,-1.69175536178516,4.72220335091078,-1.53155219709982
KP0574_AC_WP20,-1.2505952977761,4.83352705305676,-1.5934017613399
KP0575_AC_WP20,-1.16400092947407,2.65004841560268,-1.53574983262014
KP0576_AC_WP20,-1.11544002550112,2.40771809464889,-1.57592660739251
KP0577_AC_WP20,-1.2759331228433,2.42924141539568,-1.47889344204374
KP0578_AC_WP20,-1.30468913476996,2.32966805731366,-1.53673799719153
KP0579_AC_WP20,-1.33806167926104,2.26184874165262,-1.64328456805043
KP0580_AC_WP20,-1.31255376890709,2.10999609622476,-1.53760117927545
KP0581_AC_WP20,-1.16927474407367,2.03655491115123,-1.73067050830831
KP0582_AC_WP20,-0.417547893217837,3.46867655899809,-1.21426351022628
KP0583_LM_WP20,-0.335803498357228,3.81683945788003,-1.59320499503665
KP0584_AC_WP20,-0.218652921706661,4.30395940082863,-1.75513499741022
KP0585_LM_WP20,-0.985152144350989,4.70756451642862,-1.56383441057393
KP0586_LM_WP20,-0.63552042411365,5.28458776310218,-1.89954697872065
KP0588_LM_WP20,-1.24042378089106,5.68981755262724,-0.967308028776584
KP0589_AC_WP20,-1.865002446857,6.25746625111421,-0.449670597676143
KP0590_AC_WP20,-2.27037023082877,7.02666727634623,-0.394364635078823
KP0591_AC_WP20,-2.26323364458722,7.11208271032539,-0.526087139104035
KP0051_AC_SB10,0.119885803106497,7.74534934405923,-1.69019183357702
KP0052_AC_SB10,0.0786982330751377,7.89129505892264,-1.82958964668798
KP0053_AC_SB10,-0.143401449325699,7.80131888515905,-1.74923014871352
KP0054_AC_SB10,-0.180129623584231,7.67211265108571,-1.68104038728439
KP0056_AC_SB10,-0.23634173236735,7.77663550188223,-1.85586588987349
KP0057_AC_SB10,-0.391530557919803,7.82076910895432,-1.88596167112688
KP0058_AC_SB10,0.105400713681096,6.91978786239197,-1.59635571703668
KP0059_AC_SB10,0.0786451580312489,6.88026818145194,-1.80639715639795
KP0061_AC_SB10,-0.447869374853038,6.66762575000404,-1.57609177884882
KP0062_AC_SB10,-0.5470370995263,6.64420826331243,-1.66880906366824
KP0064_AC_SB10,0.525931307563687,5.70548472249252,-1.61822634296779
KP0065_AC_SB10,0.618743860051322,5.424492132487,-1.72819371129057
KP0066_AC_SB10,0.527752052185194,5.28920149916346,-1.93668518626175
KP0067_LM_SB10,0.719859832992426,5.22000832374723,-1.80896422123185
KP0068_AC_SB10,0.837515560443271,5.44876938953888,-1.916481231051
KP0069_AC_SB10,0.774647543974711,5.70129474174327,-1.80890841922968
KP0070_AC_SB10,1.14421879417715,5.43796008394354,-2.2136062421693
KP0071_AC_SB10,1.38549908886275,5.55119744897925,-2.04859180111673
KP0072_AC_SB10,1.27587156924763,5.68038294455374,-1.87432419226699
KP0073_HU_SB10,1.38390960918955,6.02134119811652,-1.56775852139452
KP0074_AC_SB10,0.734657257763811,5.98246706220189,-1.6158841926359
KP0076_AC_SB10,0.724379669001078,6.08168620016972,-1.70832759816218
KP0077_AC_SB10,0.651873966071922,6.10961396095052,-1.62270798388223
KP0078_AC_SB10,0.960909934678501,6.27795419122283,-1.49665520581264
KP0079_LM_SB10,0.781074892696887,6.41240624617926,-1.42858156581097
KP0082_AC_SB10,0.832651831702633,6.96392916681262,-1.33992008654471
KP0083_AC_SB10,0.692254914347848,6.999038088509,-1.41981254795151
KP0084_AC_SB10,0.678284132339256,6.94420164811861,-1.57722407142126
KP0085_AC_SB10,0.593223226881412,6.70037731029816,-1.57788674087476
KP0086_LM_SB10,0.457108604897011,6.70268361437652,-1.621271259155
KP0087_AC_SB10,0.524331915966661,7.0049470242834,-1.61984585952866
KP0088_AC_SB10,0.162431992002475,6.9440360769339,-1.52189955611648
KP0089_AC_SB10,0.816738107447303,7.47313900776213,-1.40775531800009
KP0090_AC_SB10,0.635025592358112,7.38523188503904,-1.48827496458285
KP0091_HU_SB10,0.628978409311667,7.34192305843393,-1.61208203965839
KP0092_HU_SB10,0.875312243398897,7.57844140691108,-1.44084992513168
KP0093_HU_SB10,0.850093455473612,7.57700365582047,-1.51465427394799
KP0094_HU_SB10,0.818157959488579,7.61252773102643,-1.53721836016428
KP0095_AC_SB10,0.722744136249157,7.64408157553002,-1.53615657625314
KP0098_AC_SB10,0.534232076391161,7.65340626969408,-1.38797947165097
KP0099_AC_SB10,-1.6029779347626,10.6057595885983,-1.7726392192499
KP0100_AC_SB10,-0.783566109416362,10.7011732596329,-1.88913004889387
KP0101_AC_SB10,-1.23638996028426,9.74654578252309,-1.44799520722494
KP0102_AC_SB10,-0.467825821013722,9.16299926440477,-1.64734122505474
KP0103_AC_SB10,-0.333008800225261,9.06463413629596,-1.79512422972102
KP0104_AC_SB10,-0.524520186113342,8.91095475450481,-1.62205251086137
KP0105_AC_SB10,-0.730977514374107,8.93904781169042,-1.65566793209853
KP0107_AC_SB10,0.224773513307064,8.45423529337372,-2.0088134277926
KP0108_AC_SB10,0.126335511655955,8.58642707701247,-2.1188327845383
KP0109_LM_SB10,0.113491928224359,8.52818363379407,-2.27909815751236
KP0112_AC_SB10,0.125694129505821,8.95460016296047,-2.05618981010388
KP0113_LM_SB10,0.104347436115039,10.2245126945284,-2.52792102838568
KP0116_AC_SB10,-0.769926575082129,11.4792344382024,-2.1159610917723
KP0117_AC_SB10,-0.933231849352816,17.4555359068601,-2.23364691448931
KP0119_AC_SB10,-1.93983882961936,16.8645286312624,-1.69298210329248
KP0121_AC_SB10,-1.03147379610864,17.1902462060986,-2.0991919349682
KP0122_AC_SB10,-2.12176829849397,15.0128025702235,-1.62435765626169
KP0123_AC_SB10,-0.400486595598456,15.3060609605219,-1.9126579945512
KP0124_AC_SB10,-0.925953598098584,15.3920008989559,-1.92479025186169
KP0125_AC_SB10,-1.044431816703,15.4558614798209,-2.05508939629207
KP0126_AC_SB10,-0.46616828551399,17.2604130434063,-2.2115003473767
KP0127_AC_SB10,-0.657776884293641,17.544042009317,-2.18651313778315
KP0128_LM_SB10,-0.605798534563957,17.4045317208916,-2.42524088878573
KP0129_AC_SB10,-0.09976186237642,17.1310809959296,-2.48601988445417
KP0613_LM_SB20,0.180156564213797,-0.37032820877669,-1.62920080086942
KP0614_LM_SB20,0.212119244412301,1.04282693022681,-1.83100274926367
KP0615_AC_SB20,-0.404322772087984,0.364079572944393,-2.06461445101989
KP0616_LM_SB20,0.630276295935182,1.36226803275784,-1.6727934378473
KP0617_LM_SB20,-0.550779964543281,0.743204484265485,-2.17908527364302
KP0618_LM_SB20,0.616555390615592,1.78622466110509,-0.960512263781549
KP0619_AC_SB20,-0.422482864803886,0.946386420093312,-2.04267152843358
KP0620_LM_SB20,0.822051176326615,1.89184625814606,-1.02485861356677
KP0621_LM_SB20,-0.155291384783975,1.06034855767928,-1.98386581968977
KP0623_LM_SB20,-0.458562360371294,1.58122507175003,-2.30309579592052
KP0624_AC_SB20,0.920248602630977,2.00013667441762,-0.619458347216582
KP0626_AC_SB20,1.0307972791563,2.0413329153734,-0.51926253171075
KP0628_AC_SB20,1.21636586021325,2.22093846529825,-0.480905262935815
KP0629_LM_SB20,0.495330437409062,2.64897953574368,-0.855160781084464
KP0630_AC_SB20,0.85149595243463,2.34048347978159,-0.617560350238722
KP0631_LM_SB20,0.354049538241818,2.95424420808765,-1.36590562081199
KP0632_AC_SB20,1.05676877131433,2.16504198361819,-0.419396277503799
KP0633_AC_SB20,1.3313679325025,-6.61823897156583,-0.459101334602272
KP0635_AC_SB20,0.877420867601852,-6.44439934933559,-0.951397694072392
KP0636_AC_SB20,1.60656630814775,-6.84388915976574,-0.0893851199785705
KP0637_LM_SB20,0.602783515542779,-5.60627623384449,-1.27129713103836
KP0638_AC_SB20,1.86375833765683,-6.552437759747,-0.263631303660252
KP0639_LM_SB20,0.629103778067655,-5.29547112948297,-1.1510368967688
KP0640_AC_SB20,2.17166070298143,-6.80037629609116,-0.280883647770457
KP0641_LM_SB20,0.468921679963641,-5.18164857579833,-1.37851639592544
KP0642_AC_SB20,1.86356224150397,-6.27612571750181,-0.263235390777664
KP0643_AC_SB20,0.1448608205911,-4.93788745398099,-1.53596495901965
KP0644_AC_SB20,1.78416302394044,-6.13563956201886,-0.495212646298432
KP0646_AC_SB20,1.52299934910979,-5.92016128598039,-0.457568073908445
KP0647_AC_SB20,-0.332949228317773,-3.04950267835177,-1.35557076963794
KP0648_AC_SB20,1.62331710641229,-5.76537119286349,-0.521697077136244
KP0649_AC_SB20,0.236798263257576,-2.59801756037557,-1.3057483686566
KP0650_LM_SB20,1.93065229677546,-4.72885635824042,-0.200160738508593
KP0651_AC_SB20,0.0142516791460818,-2.46992044687791,-1.38747557234384
KP0652_AC_SB20,1.36881160487367,-4.28719461278394,-0.531122816903313
KP0654_AC_SB20,1.12378097632687,-4.00926309408741,-0.597080655960805
KP0655_LM_SB20,-0.744677354071638,-2.32062748164353,-2.03120144653312
KP0656_AC_SB20,1.3747318986727,-4.07442756230964,-0.51118782068163
KP0657_LM_SB20,2.1075490185618,-11.2083023924721,-0.127563791295332
KP0658_AC_SB20,1.68446914378986,-3.94899224501578,-0.560258456001293
KP0659_LM_SB20,1.80093235848324,-11.1361396533512,-0.197158861336912
KP0660_AC_SB20,1.79175655655347,-4.2372345584627,-0.41657620452135
KP0661_AC_SB20,1.42213025988189,-10.4837492182636,-0.711568099756096
KP0662_AC_SB20,1.42240172815954,-3.1200581557095,0.123918427785589
KP0663_AC_SB20,1.54115078218118,-10.1848084430374,-0.345030571422584
KP0664_LM_SB20,0.810307026389616,-2.96267250081277,-1.136910111606
KP0665_AC_SB20,1.688233003372,-9.71362699066117,-0.103796621504445
KP0666_LM_SB20,0.84368861474813,-2.61418545689378,-1.04709017538895
KP0668_AC_SB20,0.913544708347814,-2.18761327226597,-0.922995636217806
KP0670_LM_SB20,0.948385835150415,-1.98520358970739,-1.03749688456587
KP0672_AC_SB20,0.351335558672693,-2.05369241918742,-1.03469184480348
KP0674_AC_SB20,0.430946622843621,-1.87641734530496,-0.99676754532682
KP0676_LM_SB20,2.97236283486977,-10.8501168330434,0.408952122433016
KP0678_AC_SB20,2.45558399425861,-10.6337919340104,-0.0164157349945284
KP0679_AC_SB20,3.57986793166594,-14.6133791027509,1.34035398079941
KP0680_LM_SB20,2.18165565171375,-9.97553069803546,-0.193676614074234
KP0681_AC_SB20,3.40881469587871,-14.5318550050356,1.17816964778082
KP0682_LM_SB20,2.5393856964149,-10.1036523203306,0.144115624227171
KP0683_AC_SB20,3.67308822107942,-14.2364686701269,1.18141005996454
KP0684_LM_SB20,2.10596699898978,-10.9005004431879,-0.119351191176595
KP0685_AC_SB20,2.66399223671816,-14.4146592447425,0.619264433676683
KP0686_AC_SB20,2.69780732533267,-8.09185482101081,0.482277942778136
KP0687_AC_SB20,2.92484398073214,-14.291968367003,0.670001459795352
KP0688_AC_SB20,2.00339883539116,-7.98614430042085,0.16747346339606
KP0689_AC_SB20,2.69882310934762,-13.9435619576848,0.710233444909922
KP0690_AC_SB20,1.64450784068698,-7.68835933690364,-6.17856389559096e-05
KP0691_AC_SB20,2.68131001609332,-13.7696170039452,0.789668490643029
KP0692_AC_SB20,1.71220839850097,-8.48893428908371,-0.0931606770303151
KP0693_AC_SB20,2.61330126836999,-13.7606536748055,0.505782558125137
KP0694_LM_SB20,1.30094468519172,-8.99006419356224,-1.11998007713453
KP0695_AC_SB20,2.83977572213595,-13.6815979450876,0.741903025022825
KP0696_AC_SB20,1.31436439022782,-8.5878840836985,-0.372643561383748
KP0697_AC_SB20,2.90330926978553,-13.487226370316,0.642929994215367
KP0698_AC_SB20,1.51773199650577,-7.8233796886334,-0.275498391544408
KP0699_AC_SB20,2.83592330393593,-13.3919676560679,0.560897517756221
KP0700_LM_SB20,1.40704757358723,-7.77344658239469,-0.685139609512838
KP0702_AC_SB20,2.22800242538151,-15.8697195632059,0.532566593957755
KP0703_AC_SB20,3.13777713423037,-13.0225655699656,0.642171205784153
KP0704_AC_SB20,2.43555264005574,-15.4044282248773,0.46026201691023
KP0706_LM_SB20,2.66022659830855,-14.8066521882965,0.302804120715478
KP0707_LM_SB20,3.45793270397865,-12.8461400893628,0.636935179663132
KP0708_AC_SB20,2.30224868550167,-14.9541740999362,0.323021478991469
KP0709_AC_SB20,3.43665543529177,-12.7049799437104,0.909433834674718
KP0710_AC_SB20,2.47200634761638,-14.5953784578439,0.297920603332424
KP0711_AC_SB20,3.41854402285741,-12.3074029511555,1.10074074325658
KP0712_AC_SB20,2.4662282802035,-14.1875710667361,0.452363227158928
KP0714_AC_SB20,1.88781798003729,-13.8254859680824,-0.0619398080467908
KP0715_LM_SB20,2.32449741810487,-12.2130095708822,-0.215613352060533
KP0716_LM_SB20,2.3324389631591,-12.6568144553092,0.30207395445426
KP0717_AC_SB20,2.6564356208124,-21.4401391654476,1.5448443654708
KP0718_LM_SB20,2.07090585229259,-12.1414186024007,-0.288250624151463
KP0719_AC_SB20,2.59906099132217,-20.7676826823754,1.46032827658836
KP0720_AC_SB20,3.35799734307193,-21.4187691285635,1.79772897958335
KP0721_AC_SB20,2.8717719869315,-20.8658725707474,1.61884372455017
KP0722_AC_SB20,3.02909436779278,-20.6549422776422,1.60544317656624
KP0723_AC_SB20,2.79442379822636,-20.3308868971275,1.17827285723321
KP0724_AC_SB20,3.47642111679824,-20.506755558932,1.5388353800765
KP0725_LM_SB20,2.24778123331883,-20.2847589037666,0.549109248443957
KP0726_AC_SB20,3.04660263823034,-20.4282972030861,1.19720980205378
KP0727_AC_SB20,2.23921793764704,-19.9166709348275,0.717652583263914
KP0728_AC_SB20,3.51811353770721,-20.0898746856363,1.56163274985706
KP0729_LM_SB20,2.32682505142756,-17.8866897295797,0.232296738706007
KP0730_AC_SB20,3.10520528018,-20.1746576409138,1.16950821323007
KP0731_LM_SB20,2.30821979269115,-17.5972942915361,-0.0582431855547034
KP0732_LM_SB20,3.315607882565,-19.8342834489687,1.2648469658696
KP0733_LM_SB20,1.94448158741793,-17.6936304250911,-0.0811357924573101
KP0734_AC_SB20,3.29344638994878,-19.4098559004021,1.65314822930126
KP0736_AC_SB20,3.4866064886519,-18.8010909638984,1.78077915176652
KP0130_AC_SB05,-2.6260786324199,-2.75032488203849,-1.46977703062335
KP0132_HU_SB05,-2.29098352930738,-5.33713984027008,-1.55181341417078
KP0133_HU_SB05,-2.18561247184243,-5.37640712179102,-1.70320336127413
KP0134_HU_SB05,-2.17543193776576,-5.32311763967307,-1.82920738179593
KP0135_HU_SB05,2.1609959829458,5.19520669325358,-0.495499651159649
KP0137_HU_SB05,4.06809803449766,7.14964352248287,-0.361755344281526
KP0138_HU_SB05,4.08667725851545,7.07476248947765,-0.382604373369581
KP0139_HU_SB05,4.20878068384282,6.46748503998727,-0.45316326957064
KP0140_HU_SB05,4.23504865742296,6.53153487909505,-0.461583163152034
