X,x,y,z
KP0788_AC_WP10,0.389567162355562,5.33696771975967,-1.88117489022739
KP0789_HU_WP10,0.677412157588205,5.83711476668386,-2.03569980639365
KP0790_AC_WP10,0.323823315119757,5.57448233903483,-2.09667506310428
KP0791_AC_WP10,1.22121251846817,5.52429140764127,-2.03132674077404
KP0792_AC_WP10,-0.169651564595142,5.10299493786536,-1.85967054104217
KP0793_AC_WP10,1.26474161314886,5.45976029214088,-2.31542315804869
KP0794_AC_WP10,0.24462078491987,5.06966983555228,-1.90083237639606
KP0795_LM_WP10,1.43062204082776,5.07547519158229,-2.39271595243073
KP0797_AC_WP10,1.26218456291158,5.18290317850488,-2.28136613462511
KP0799_AC_WP10,1.06297997919452,5.1262501340299,-1.98450110923811
KP0800_AC_WP10,0.352956520709856,4.94303430028861,-1.75753008790243
KP0801_AC_WP10,0.868775602450655,4.95290656837095,-1.88882864973178
KP0802_AC_WP10,0.558639148969831,4.75086893761929,-1.88614192025296
KP0803_HU_WP10,1.47246950124496,4.95321497944539,-2.29065760270803
KP0804_AC_WP10,0.554962490944482,4.67322054941803,-1.8730734098457
KP0805_HU_WP10,1.29014040882726,4.55428000586851,-1.93324082167842
KP0806_AC_WP10,0.352730829457483,4.56754139553051,-1.93619441684609
KP0807_AC_WP10,1.08950313889135,4.45500001653822,-1.71981760931697
KP0808_AC_WP10,0.171244051259245,4.49369009059117,-1.9241987429261
KP0809_AC_WP10,1.53786173349783,4.52691909959074,-1.80317103652275
KP0810_AC_WP10,0.535745318664891,4.32312472712436,-2.02749158188146
KP0811_AC_WP10,0.980146493108966,4.24213782733251,-1.9208291540527
KP0812_AC_WP10,0.687934556149253,4.14671681718286,-1.90961228493066
KP0813_AC_WP10,1.38043083038455,4.01283218878669,-2.00270208231386
KP0815_AC_WP10,1.72422747598837,4.23235781598642,-2.04886154452032
KP0816_AC_WP10,0.721801618436741,4.17200734476009,-2.25849582865551
KP0817_AC_WP10,1.29447726395648,2.45345290725802,-1.71624450878869
KP0819_AC_WP10,1.593694199975,2.39030943329981,-2.09914963261523
KP0820_AC_WP10,0.916146384411233,2.41809934313953,-1.52804931327094
KP0823_AC_WP10,1.3142655503272,10.2458459275379,-2.76772054124139
KP0824_AC_WP10,0.462054678870823,11.7384281383955,-3.15981206210423
KP0825_AC_WP10,2.24422307145047,9.8314563692158,-3.02857324043868
KP0831_HU_WP10,2.23813381503155,9.72492305871907,-2.68921824614487
KP0833_AC_WP10,2.18352010482988,9.73346747909432,-2.77070232030428
KP0835_AC_WP10,2.04681147913315,9.67433790804338,-2.96891132836867
KP0837_AC_WP10,2.1531871000145,9.22584616575305,-2.41778302050979
KP0845_AC_WP10,2.19288191923876,9.31814573772301,-2.00885078827116
KP0849_AC_WP10,2.09315306387162,8.94610458786502,-2.89817214813154
KP0851_AC_WP10,1.69556102698047,8.62539687891064,-2.89891647394784
KP0853_AC_WP10,1.66228437091516,8.53425209151971,-2.81637026782942
KP0855_AC_WP10,1.41400654469463,8.27319599879624,-2.59408363496285
KP0857_AC_WP10,1.14077240641838,7.96773737974459,-2.44195173769988
KP0859_HU_WP10,1.41540148200926,7.71200604681444,-2.13206814070913
KP0861_AC_WP10,1.42400799776851,7.65949268682797,-2.30099061937622
KP0863_AC_WP10,1.0731184031722,7.4517766436911,-2.4142105104914
KP0879_AC_WP10,1.40005807658974,15.3387182428882,-3.75624391580823
KP0881_AC_WP10,1.35698846599617,14.7765479678305,-3.63376226864703
KP0883_AC_WP10,1.1310565302745,14.6289698751699,-3.39820015304849
KP0885_AC_WP10,0.883738112733166,14.4268058896328,-3.10331925490664
KP0887_AC_WP10,1.05698039293189,14.1997371770828,-3.5116442281248
KP0889_LM_WP10,1.28983064795143,12.9856122788143,-3.2788069763311
KP0891_AC_WP10,1.3072850518443,13.1408088104432,-3.36650567483227
KP0893_LM_WP10,1.38962044914815,12.6452181821463,-2.8637784434849
KP0895_AC_WP10,1.47036920606841,12.7498192069561,-2.92220040564701
KP0899_HU_WP10,0.717341231522745,12.7408469690816,-2.08600931915288
KP0903_HU_WP10,0.456510051253135,12.9749062872413,-2.14329375440772
KP0287_LM_WP20,-0.428616758837154,-12.4603782837032,-1.64722395808004
KP0288_LM_WP20,-0.349342651154643,-12.5738408092848,-1.81014857551634
KP0289_AC_WP20,-0.374238075419636,-12.743168740739,-1.70139149713129
KP0290_LM_WP20,-0.611203880239272,-12.9352797154562,-1.7803905600427
KP0291_AC_WP20,-0.339159521401105,-13.1006963046021,-1.7337527013261
KP0292_AC_WP20,-0.17376989386885,-13.124543090193,-1.41403480808359
KP0293_LM_WP20,0.67520138225962,-13.7392804300496,-2.01391102893833
KP0294_AC_WP20,0.481231916661684,-14.503197210237,-1.86607761531936
KP0295_AC_WP20,0.677648277192944,-14.5505667621971,-1.61477742915967
KP0296_AC_WP20,0.663469619853577,-14.8987334490681,-1.4943547266642
KP0297_AC_WP20,0.552363749945407,-14.928938492353,-1.51482151195635
KP0298_AC_WP20,0.389697851211125,-14.9243163184124,-1.74751118999892
KP0299_AC_WP20,0.642211539352307,-15.0246928105925,-1.54215977524498
KP0300_AC_WP20,0.596930728261232,-15.0760358966776,-1.60550270469763
KP0301_AC_WP20,0.321733799783625,-15.0565920376098,-1.68723204791437
KP0302_AC_WP20,0.452451013706905,-15.2216728486179,-1.85548293266555
KP0303_AC_WP20,0.320654884011907,-15.2443296047417,-1.69231982597479
KP0304_AC_WP20,0.389072357197985,-15.296248978968,-1.66362430619757
KP0305_AC_WP20,-0.89611090647311,-17.3415446920054,-0.422097635126159
KP0306_LM_WP20,0.665080175786675,-17.6608625352305,-1.66075395214906
KP0309_AC_WP20,1.12773547260251,-16.0308786727907,-1.5586135705468
KP0310_AC_WP20,1.20097495526735,-15.8467911388401,-1.33625370559507
KP0311_AC_WP20,1.21158975540811,-15.635025303378,-1.39010989311149
KP0312_AC_WP20,1.30118626670782,-15.7388996689957,-1.3973540587672
KP0313_AC_WP20,1.42110981428066,-15.7370306969556,-1.39915023985705
KP0315_AC_WP20,0.925696864746001,-14.3355865488621,-1.84756320195454
KP0316_AC_WP20,0.86050753452699,-14.316499877986,-1.9022221885098
KP0317_AC_WP20,0.808667194406927,-14.3794140252285,-1.95887279505229
KP0318_LM_WP20,0.596139652364366,-13.9649623843261,-2.11123777504845
KP0319_LM_WP20,0.918030461465147,-13.1838159147754,-2.14855420028255
KP0320_LM_WP20,0.911158221878648,-13.0490986132134,-2.15701489751759
KP0321_LM_WP20,0.906475604812749,-12.8590968654048,-1.78620775465129
KP0322_LM_WP20,0.08548546209004,-12.3401607098977,-1.91808014751695
KP0323_AC_WP20,-1.07700717221375,-8.06676761218726,-0.373331241802532
KP0324_AC_WP20,-1.14474243237903,-8.02906585837072,-0.335654018416491
KP0325_AC_WP20,-1.51652906078434,-8.22547398948427,-0.383008802768687
KP0326_AC_WP20,-1.77251466842969,-8.30683396964502,-0.275137099654976
KP0327_AC_WP20,-1.2774830998634,-8.19655068166203,-0.485966569635913
KP0328_LM_WP20,-1.84498366498948,-8.46893637788965,-0.643738830248964
KP0329_AC_WP20,-1.8782634101135,-8.63145168552815,-0.680795377375008
KP0330_LM_WP20,-1.50796308700722,-8.81626842953659,-0.845021610217482
KP0331_AC_WP20,-1.09083890885122,-8.78852278163062,-1.10603825102706
KP0332_AC_WP20,-1.08783236227601,-8.92302060474594,-1.01255935077848
KP0333_AC_WP20,-1.04713757225511,-8.97815816393359,-0.961624098727083
KP0334_AC_WP20,-0.967357461265892,-8.96134918466692,-1.04844151625071
KP0335_AC_WP20,-1.37999260770229,-9.1745266093241,-0.629783557136939
KP0336_AC_WP20,-1.44719455165479,-9.20188237295163,-0.63235811923428
KP0337_AC_WP20,-1.42229666801964,-9.30766812997533,-0.657018718132452
KP0338_AC_WP20,-1.19853192578186,-9.41636554734963,-0.694655820269007
KP0339_AC_WP20,-1.16865587748059,-9.40427788767054,-0.985037175549757
KP0340_AC_WP20,-1.04008904620466,-9.39876389900191,-1.01227387002626
KP0341_LM_WP20,-1.15361966387226,-9.30987293249689,-1.50207506599939
KP0342_LM_WP20,-1.02884926010223,-9.33543518008832,-1.54175781469879
KP0343_LM_WP20,-0.978419908934369,-9.43192503704119,-1.41660792013913
KP0344_LM_WP20,-0.593558846427077,-9.47149531765632,-1.55866071591653
KP0345_LM_WP20,-1.04145903743645,-9.83789255460956,-1.44365799631699
KP0346_AC_WP20,-0.790729652407347,-9.81361194236058,-1.41846236095353
KP0347_AC_WP20,-0.342806684339281,-9.80342172601508,-1.71130437222565
KP0348_LM_WP20,-0.500952659404622,-9.99395513242895,-1.72890722818425
KP0349_LM_WP20,-0.549467470374002,-10.2217819559383,-1.66102667303289
KP0350_LM_WP20,0.0308142439466644,-10.5791473771072,-1.8813332010005
KP0351_AC_WP20,-0.340319852344463,-10.8186843277225,-1.27943641634343
KP0352_AC_WP20,-0.0900629133603485,-10.8211473411655,-1.31066973907916
KP0353_AC_WP20,-0.307266615919526,-10.9808257703848,-1.23862379153854
KP0354_AC_WP20,-0.398044316116005,-10.9150019949677,-1.36239212464213
KP0355_AC_WP20,-1.25378819144615,-10.8864369047689,-1.11343539705843
KP0356_AC_WP20,-0.664926092357824,-11.3235660039834,-0.802585103759602
KP0357_AC_WP20,-1.02313830770487,-11.5417754208053,-0.84434546951938
KP0358_AC_WP20,-0.439685173758529,-11.5153064525157,-0.851466308102071
KP0359_AC_WP20,-0.838208068996143,-11.659844194529,-0.754100111463262
KP0360_AC_WP20,-0.973786077464965,-11.7136527921017,-0.803673427124717
KP0361_AC_WP20,-0.983106203400557,-11.7728694384844,-0.822365146950442
KP0362_AC_WP20,-0.890418149355485,-11.8750367546863,-0.812786581742613
KP0363_AC_WP20,-0.986787316274929,-11.9119476417431,-0.944694338097885
KP0364_AC_WP20,-0.493579501309785,-12.1061034887002,-0.509463550839717
KP0365_AC_WP20,-0.586526532118356,-11.8778850114608,-0.646355921538492
KP0366_AC_WP20,-0.570043835388235,-12.064412523919,-0.707006054670792
KP0367_AC_WP20,-0.34611500023997,-11.967141921432,-0.517841565807271
KP0368_AC_WP20,-0.279831925898032,-11.6288569042665,-0.767845515759352
KP0369_AC_WP20,-0.214590529491364,-11.8835400799894,-0.838168253618856
KP0370_AC_WP20,-0.402934859180722,-12.3088178010563,-1.10752542676549
KP0371_AC_WP20,-0.781386619898755,-12.2630379520474,-0.935494255745753
KP0372_AC_WP20,-0.956816418609325,-12.1909183125718,-0.82902661524314
KP0373_AC_WP20,-0.319375275990942,-12.025697023332,-0.845900386789894
KP0374_AC_WP20,0.68606790354108,-10.3576650222108,-1.73251220082941
KP0375_LM_WP20,0.295426077394873,-9.54625155640218,-1.75230434901338
KP0376_LM_WP20,0.25473558429,-9.28922074805518,-1.81619407470694
KP0377_LM_WP20,0.595174662787411,-9.40309231270462,-1.50628039172888
KP0378_AC_WP20,0.384490600604068,-9.02101725176634,-1.50474872733115
KP0379_AC_WP20,0.546979496151404,-8.99873061814462,-1.69092738564484
KP0380_LM_WP20,0.47726675505252,-8.76103627217364,-1.82772107331252
KP0381_AC_WP20,0.355735667817641,-8.68832676096821,-1.62781962177237
KP0382_AC_WP20,0.39284637087302,-8.55912988801683,-1.45469512140688
KP0383_AC_WP20,0.444916587315755,-8.51719836865189,-1.79225653738198
KP0384_AC_WP20,-0.959500178474363,-8.09564520724322,-0.983729998313713
KP0385_AC_WP20,-1.32920730766979,-2.77328541462941,-0.687697397973758
KP0386_AC_WP20,-1.3562045826457,-2.76614157703882,-0.643819047925323
KP0387_AC_WP20,-1.40633234463185,-2.78421850481651,-0.610997309574749
KP0388_AC_WP20,-1.41326596124146,-2.9329671946534,-0.662610701890737
KP0389_AC_WP20,-1.50646733930374,-3.11835335241554,-0.529968609820093
KP0390_AC_WP20,-1.47140196395919,-3.15373835362853,-0.578227583217549
KP0391_LM_WP20,-0.800492904989398,-3.2757350103579,-1.63478904565517
KP0392_AC_WP20,-0.551897625506717,-3.12845708342605,-1.65908841916124
KP0393_AC_WP20,-0.587195161795773,-3.19735623208187,-1.64176329982773
KP0394_AC_WP20,-0.628638690895036,-3.11892281839495,-1.56916540147867
KP0395_AC_WP20,-0.639641392416931,-3.21221052360258,-1.56528065026661
KP0396_AC_WP20,-0.695397754679003,-3.23788757731421,-1.59989646938757
KP0397_AC_WP20,-0.650235807005043,-3.26439431384831,-1.6005608082264
KP0399_LM_WP20,-1.30111471528272,-3.84101497274408,-1.97251661233437
KP0400_LM_WP20,-1.42074526200465,-4.18415163302116,-1.7812429609419
KP0401_AC_WP20,-1.85925372925267,-4.44579508522303,-1.5142932807328
KP0402_AC_WP20,-1.85244914969604,-4.47115799801352,-1.58848982779512
KP0403_LM_WP20,-1.87791893803714,-4.47453225103884,-1.670791523337
KP0404_AC_WP20,-1.54879552943099,-4.69793341625893,-1.84016935548314
KP0405_AC_WP20,-1.19617434809105,-4.87116717396635,-1.69733369640176
KP0450_AC_WP20,-0.943657865198668,-4.962344533706,-1.56608371399414
KP0451_LM_WP20,-1.89235887763795,-5.06778832363897,-1.60869563067524
KP0454_AC_WP20,-1.73801448138138,-5.90743738356075,-1.47528256966878
KP0455_AC_WP20,-1.37577374302387,-6.39629189310308,-1.10432232218447
KP0456_AC_WP20,-1.3198019432878,-6.59356246650063,-1.47917781929815
KP0457_AC_WP20,-1.3029213659779,-6.6168558415023,-1.74204810014172
KP0458_LM_WP20,-1.55635105854713,-6.89826596960333,-1.70543987799711
KP0459_LM_WP20,-1.50007124057509,-7.21182264610651,-1.71373209996532
KP0460_LM_WP20,-1.64523421037774,-7.17351770719295,-1.57713331786095
KP0461_AC_WP20,-1.36463637032529,-7.59380183600377,-0.979816961918368
KP0462_AC_WP20,-1.28171808926313,-7.63726863511575,-0.959540626623912
KP0463_AC_WP20,-1.46109239402317,-7.70921196410702,-0.71878184858458
KP0464_AC_WP20,-1.44804377771383,-7.86858413254266,-0.72694716384134
KP0465_AC_WP20,-1.27340865026589,-7.95660757449664,-0.681695890473419
KP0466_AC_WP20,-1.28444362487795,-7.88226087727368,-0.78645549412841
KP0467_AC_WP20,-0.872488682357113,-6.65209676052343,-0.951188852433634
KP0468_AC_WP20,-0.911061312510415,-6.85413997844355,-1.11029018032337
KP0470_AC_WP20,-0.137718403156246,-6.47890228527744,-1.46730179899805
KP0471_AC_WP20,-0.000150969661847618,-6.25161925496456,-1.7270284973485
KP0472_LM_WP20,-0.530635710335295,-4.81932847605984,-1.8142089247293
KP0473_LM_WP20,-0.440115167338887,-4.74063290928316,-1.58369117374918
KP0474_AC_WP20,-0.461484064128457,-4.77019037514963,-1.52036140362574
KP0475_AC_WP20,0.152082694932932,-3.47024467419827,-1.77125633898477
KP0476_AC_WP20,0.274564469372655,-3.40658709297958,-1.66147491061127
KP0477_AC_WP20,0.201930476534758,-3.29518686193626,-1.72828071138158
KP0478_AC_WP20,0.275226710202663,-3.24355862872048,-1.70206694022556
KP0479_AC_WP20,0.540649807377908,-2.94567379772312,-1.83834998789394
KP0480_AC_WP20,0.46857622609743,-2.64769448799494,-2.05068608119873
KP0481_AC_WP20,0.352248962678086,-2.63264119568379,-2.10247778624193
KP0482_LM_WP20,-0.100678514174841,-2.48501456016881,-2.0831743799743
KP0483_AC_WP20,-0.166899794293614,-2.19149533271714,-1.313351855366
KP0484_AC_WP20,-0.156375647806129,-2.07696680454018,-1.64606666470504
KP0485_AC_WP20,-0.836950998148259,2.01282360818242,-0.991718340569531
KP0486_AC_WP20,-0.731958551564801,1.84146040146379,-1.03935376409323
KP0487_AC_WP20,-1.09333074386612,1.78296147394626,-1.11496490208167
KP0488_AC_WP20,-1.15771351948172,1.55357177974016,-1.15786110801151
KP0489_AC_WP20,-0.930197209401634,1.34158290514492,-1.25927196222793
KP0490_AC_WP20,-0.915445107341524,1.02910795964716,-1.34644606575201
KP0491_AC_WP20,-1.07181526188828,1.04593883654882,-1.39227694223493
KP0492_AC_WP20,-1.20186728276488,0.871001489252806,-1.34007970520536
KP0493_AC_WP20,-1.26266114819025,1.00354256218551,-1.33283371932719
KP0494_AC_WP20,-1.37189484838918,1.23470907194477,-1.52987302502749
KP0495_AC_WP20,-1.22847856314129,1.30909557137655,-1.4595001547109
KP0499_AC_WP20,-1.2704888494526,0.777111527393357,-1.27605459112519
KP0500_AC_WP20,-1.25701349996687,0.795386548492738,-1.30194420499288
KP0501_AC_WP20,-1.33849493249524,0.604570482071038,-1.24769185781587
KP0502_AC_WP20,-1.42314266991119,0.541309959912641,-1.27019695067121
KP0503_AC_WP20,-1.24631282190223,0.509106977614768,-1.26638953209177
KP0504_AC_WP20,-1.49194349138097,0.504258162199631,-1.18224702576806
KP0505_AC_WP20,-1.57133497832159,0.568591668932204,-1.31319587061664
KP0506_AC_WP20,-1.44966654068251,0.350427218323664,-1.20707022076128
KP0507_AC_WP20,-1.29477135840574,0.402797063073362,-1.22600225795508
KP0508_AC_WP20,-1.08235267099898,0.414975479984875,-1.45704443250744
KP0509_AC_WP20,-0.636144814779113,-0.151042291803526,-1.04509489947213
KP0510_AC_WP20,-0.629792092406845,-0.0835837170387655,-1.10131638607811
KP0511_AC_WP20,-0.628119070648503,-0.189463558290598,-1.04716199763407
KP0512_AC_WP20,-0.733652075837216,-0.210603148335075,-1.06595903822397
KP0513_AC_WP20,-0.814504450948038,-0.253902266231599,-1.20996442037844
KP0514_AC_WP20,-0.892635637612692,-0.141740730605008,-1.32986657690421
KP0515_AC_WP20,-0.855054782030145,-0.185636415684,-1.55149857855803
KP0516_AC_WP20,-0.93995007023547,-0.234151866946354,-1.25941946765051
KP0517_AC_WP20,-0.893279316627037,-0.326208938631272,-1.32300072109625
KP0518_LM_WP20,-1.08817750276784,-0.453399652242828,-1.30965089380926
KP0519_AC_WP20,-1.40986118563193,-0.0753630266924664,-1.11222777276629
KP0520_AC_WP20,-1.41951735110237,-0.263287819055108,-1.05244062448466
KP0521_AC_WP20,-1.53994183317951,-0.045475931308267,-1.13545333908424
KP0522_AC_WP20,-1.65285127248797,-0.46652960173479,-1.06364795119857
KP0523_AC_WP20,-1.61755452328382,-0.605039986058017,-1.19470776049556
KP0524_AC_WP20,-1.52215730757553,-0.651022695051581,-1.10525901854532
KP0525_AC_WP20,-1.61064258649077,-0.764206060568283,-1.1233389144909
KP0526_AC_WP20,-1.3216309324437,-0.820215459626279,-0.988598863754095
KP0527_LM_WP20,-0.867990504461491,-0.744495449845734,-1.32148245454648
KP0528_AC_WP20,-0.854645020866743,-0.64628996374401,-1.13578427988565
KP0529_LM_WP20,-0.590282044412584,-0.985665405911674,-1.71784499538322
KP0530_AC_WP20,-0.868927171430827,-0.706498851787411,-1.11058618497446
KP0531_AC_WP20,-1.20992523454367,-0.859752160185741,-0.963000439659339
KP0532_AC_WP20,-1.28926609056494,-0.989712059239176,-0.964612983513186
KP0533_AC_WP20,-1.05419998469655,-1.43964590252214,-0.915093226574312
KP0534_AC_WP20,-0.967367794871927,-1.58560144708058,-0.853531678064136
KP0535_AC_WP20,-1.15596369219276,-1.58910567915617,-0.985194549661951
KP0536_AC_WP20,-1.48491576617617,-1.07527775833546,-1.17900856210524
KP0537_AC_WP20,-1.41923343692007,-1.22202343813754,-1.17794195616451
KP0538_AC_WP20,-1.41302371526568,-1.49390654708693,-0.951135987014136
KP0539_AC_WP20,-0.376632486460848,-2.35083398856215,-0.706273505442459
KP0540_AC_WP20,-0.248519408512214,-2.1481778994862,-0.850480159578002
KP0541_AC_WP20,-0.27121645742532,-2.12222517744806,-0.770473726373586
KP0542_LM_WP20,-0.430136197409672,-1.88205877524424,-1.43022061744247
KP0543_AC_WP20_d,0.0333805919911195,-1.68491311621793,-1.32616744401205
KP0544_AC_WP20,-0.0884159408061876,-1.68987871190503,-1.3889140950778
KP0545_AC_WP20,-0.0126601643048632,-1.54312842698093,-1.30868553083104
KP0547_LM_WP20,-0.149199859375043,-1.43412533699211,-1.34297081325521
KP0548_LM_WP20,-0.545636127997635,-1.56751985319596,-1.59248731406208
KP0549_AC_WP20,-0.00523626198535545,-1.3761589799463,-1.32740767355763
KP0549_AC_WP20_2,-0.00242963945761418,-1.00143640098632,-1.37468192426767
KP0550_LM_WP20,-0.0912463007442889,-1.10054554996415,-1.66159850588387
KP0551_LM_WP20,0.231799609677905,-1.03207815704504,-1.7080784220083
KP0552_AC_WP20,-0.0121321318459636,-0.679830041461052,-1.27260856900513
KP0553_AC_WP20,-0.405835520350623,-0.238220407491995,-1.32947144370087
KP0554_AC_WP20,0.499452953234391,-0.0149882165826268,-1.5554949640113
KP0555_AC_WP20,0.900176213269315,0.902067838219229,-1.42115119287606
KP0556_AC_WP20,1.13712581956542,0.764710848590985,-1.1383148010377
KP0557_AC_WP20,0.667822273584842,1.08426280749372,-1.83870639116022
KP0558_LM_WP20,-0.225490562126763,1.37724489809449,-1.90529633825332
KP0559_AC_WP20,0.785159442443922,1.32441749666109,-1.84045272514122
KP0560_AC_WP20,0.894255190521861,1.45698080031697,-1.82577105991719
KP0561_AC_WP20,-2.75063195391078,7.38123992263644,-0.646807051380907
KP0562_LM_WP20,-2.32046691215429,7.13548210927664,-0.803866428045997
KP0563_AC_WP20,-2.59324903250091,7.27977595357812,-0.616744787934108
KP0564_LM_WP20,-2.60460845184554,7.28794555928702,-0.687899015890349
