plot_name	sample_name	colony_points	mean_colony	low_colony	high_colony	mean_env	low_env	high_env	outcrop_prop
cur_kal_05m_20200214	KP0970_HU_WP05	104	-1.57206255560592	-1.57848353965993	-1.5663604737538173	-1.5593034568107054	-1.7807059957218652	-1.2593618377103368	0.40020289267599596
cur_kal_05m_20200214	KP0971_HU_WP05	160	-1.5321723193149102	-1.5384562659480818	-1.5263678609908722	-1.5542260895832303	-1.7807059957218652	-1.185455844967882	0.41752812005531764
cur_kal_05m_20200214	KP0972_HU_WP05	151	-1.561420136216057	-1.5759168489053765	-1.5524814611542461	-1.5788586444955324	-1.8063230034324986	-1.1792057936741582	0.3905216814426366
cur_kal_05m_20200214	KP0973_HU_WP05	223	-1.6565932527781613	-1.668502065296691	-1.6508750484203512	-1.6799377586730728	-1.8476236265980934	-1.4527446185028299	0.4837693822758149
cur_kal_05m_20200214	KP0974_AC_WP05	3842	-1.2603531645691524	-1.3257747920431613	-1.215632926737734	-1.3880571647606117	-1.7153798698643221	-1.1848067997402512	0.8576136462952498
cur_kal_05m_20200214	KP0975_AC_WP05	503	-1.4681988185813268	-1.486103809690063	-1.4525356472226778	-1.5292450602550198	-1.788444635729956	-1.220299218183327	0.563668749686511
cur_kal_05m_20200214	KP0976_AC_WP05	43	-1.489040195261228	-1.4956414637598545	-1.4835037986345356	-1.584658852987826	-1.8305691446058097	-1.3294449433040905	0.6815255548573124
cur_kal_05m_20200214	KP0977_AC_WP05	139	-1.4399807593668008	-1.449451731300638	-1.4285201109175003	-1.5282458504405527	-1.7945068899030985	-1.220299218183327	0.6174179621712121
cur_kal_05m_20200214	KP0978_AC_WP05	5474	-1.5251404976567002	-1.5851914327957273	-1.4828129490108708	-1.530573681050695	-1.6680543545279742	-1.3315412380509213	0.42469030142847164
cur_kal_05m_20200214	KP0979_HU_WP05	100	-1.079845676694502	-1.0885573206937735	-1.0722712114598445	-1.1535505273237854	-1.3228100291585172	-0.8189394553003752	0.4821959548136236
cur_kal_05m_20200214	KP0980_HU_WP05	57	-1.106852654759738	-1.1140380542642987	-1.1008761464139696	-1.1929164930358676	-1.4587618373613866	-1.0090318451401776	0.7824899132556739
cur_kal_05m_20200214	KP0981_AC_WP05	3954	-1.1855431626774187	-1.2186684113600053	-1.1343856467261484	-1.2857744187544702	-1.5803294580360407	-0.9762011017249529	0.6534808227994054
cur_kal_05m_20200214	KP0982_AC_WP05	11621	-1.208775687050479	-1.2792226786033085	-1.1534629120727267	-1.2845238786804292	-1.4512773725136894	-0.9722503131288195	0.5062379686329463
cur_kal_05m_20200214	KP0983_AC_WP05	1319	-0.9463628162868998	-0.9938603355961282	-0.9117185301225385	-1.0161449990110067	-1.3469513163103348	-0.6577100096914977	0.5812021075587794
cur_kal_05m_20200214	KP0984_HU_WP05	171	-0.9695988634625067	-0.9781747063840678	-0.960794036234619	-0.9772524936035809	-1.32548904093758	-0.6577100096914977	0.5329460207981953
cur_kal_05m_20200214	KP0986_HU_WP05	106	-1.0353414859218617	-1.0479487838553592	-1.0262843141495446	-1.1031889770769665	-1.3813586233558728	-0.953435231292996	0.8085959866927984
cur_kal_05m_20200214	KP0987_HU_WP05	52	-0.9580881350617813	-0.9645290041506466	-0.9519181138315306	-0.9775191364114358	-1.1276440502416571	-0.7411119101404776	0.43865929269295056
cur_kal_05m_20200214	KP0988_AC_WP05	61	-1.2611386487450922	-1.2679160402142204	-1.2566743279587065	-1.3243252088022723	-1.6253974597525132	-1.1673429112943328	0.7952302018035242
