plot_name	sample_name	colony_points	colony_elevation	colony_rugosity	overhang_prop	outcrop_prop	environment_rugosity	colony_range	environment_range
cur_kal_20m_20200214	KP0287_LM_WP20	8402	112.5977193071814	1	0.5668604812939129	0.4039265127730469	2.092255246075554	0.16147725955473008	0.5614772595547302
cur_kal_20m_20200214	KP0288_LM_WP20	17958	44.637015041537204	1.4860675154397505	0.6561736127921082	0.45754040963499487	2.0980381682273874	0.192994662790927	0.592994662790927
cur_kal_20m_20200214	KP0289_AC_WP20	3128	24.1235795558291	1.5389014756947295	0.07722849194156947	0.4442730297058468	2.169573543918062	0.08524912600603311	0.48524912600603315
cur_kal_20m_20200214	KP0290_LM_WP20	4281	22.61282745502433	1.175680959732842	0.0	0.4916906705927614	1.7951764892386242	0.10155993608591661	0.5015599360859166
cur_kal_20m_20200214	KP0291_AC_WP20	537	77.94505739058202	1.2378366904166564	0.9476087137287726	0.45743583010502115	2.2258726279484624	0.036430247614287356	0.4364302476142874
cur_kal_20m_20200214	KP0292_AC_WP20	1010	106.70147798490734	2.2615875380633823	0.0	0.7639272367344383	1.5310653936277057	0.04202647520511897	0.442026475205119
cur_kal_20m_20200214	KP0293_LM_WP20	25133	121.85377160337686	1.2020168828985862	0.011748961862884261	0.4602737688728762	1.8313977609571221	0.20136521812451338	0.6013652181245134
cur_kal_20m_20200214	KP0294_AC_WP20	1848	81.03190859338949	1.0579241767578622	0.6324293903451528	0.4822508449029503	2.354745899978749	0.07209266209383945	0.4720926620938395
cur_kal_20m_20200214	KP0295_AC_WP20	12045	40.75721213814693	1.3762442756755635	0.019535673478900548	0.6517454665069721	1.9136789331075377	0.1392516310961565	0.5392516310961565
cur_kal_20m_20200214	KP0296_AC_WP20	429	38.84157047242335	1.811038505601521	0.0	0.5179651421415262	1.6616461107515548	0.027384867470405846	0.4273848674704059
cur_kal_20m_20200214	KP0297_AC_WP20	405	60.33710297667689	1.3379896812217982	0.0027900337171963313	0.5016430812214907	1.8077595810821103	0.034853831416438025	0.4348538314164381
cur_kal_20m_20200214	KP0298_AC_WP20	1031	20.223230069203602	1.017542833376456	0.11541544659530344	0.36966750345632315	2.412005917331449	0.05438946773930315	0.45438946773930317
cur_kal_20m_20200214	KP0299_AC_WP20	905	64.64652493533404	1.328779971639459	0.0	0.492723038880905	1.937428453077598	0.03908459568824089	0.43908459568824093
cur_kal_20m_20200214	KP0300_AC_WP20	1254	92.86374432765346	1.157353766750959	0.25537606498383736	0.5273100034286149	2.3289165042859947	0.040144847531793315	0.44014484753179334
cur_kal_20m_20200214	KP0301_AC_WP20	408	64.74759167382636	1.462199568327728	0.0	0.4345359205298417	2.269343954098141	0.034438941741519555	0.4344389417415196
cur_kal_20m_20200214	KP0302_AC_WP20	374	38.08568899919589	1	0.31227109986515406	0.3385837264505744	2.4317791559433193	0.027537488195492853	0.42753748819549287
