plot_name	sample_name	colony_points	colony_elevation	ground_elevation	colony_rugosity	overhang_prop	outcrop_prop	environment_rugosity	colony_range	environment_range
WP20	KP0292_AC_WP20	874	83.36168554828606	89.93468421642037	3.382712934033246	0.0	0.8018159502842138	3.6542887679190934	0.042026475	0.1
WP20	KP0293_LM_WP20	21259	122.82076664628056	33.15944288723709	2.612606766266658	0.0056235290453991145	0.5512823609796745	1.6530672551627315	0.201365218	0.1
WP20	KP0294_AC_WP20	1631	75.47243775775034	90.38234631282954	1.9961986518975936	0.35939447186526724	0.5173254695408512	2.0170581062320494	0.072092662	0.1
WP20	KP0296_AC_WP20	344	31.924081323385764	125.08535547876	3.2444448194172635	0.0	0.5685052394629827	1.8145668265539128	0.027384867	0.1
WP20	KP0299_AC_WP20	740	58.10586719111983	30.52994325067262	3.340572905023672	0.0	0.6925984813727387	2.2315462021766868	0.039084596	0.1
WP20	KP0300_AC_WP20	1071	103.45990991316026	67.52242016607364	2.543714950695707	0.27867524778748365	0.6787110896887051	2.4337348821637907	0.040144848	0.1
WP20	KP0301_AC_WP20	338	48.63758619740363	27.422487026363108	2.8223625842683093	0.0	0.5019610605646784	2.4328809658523514	0.034438942	0.1
WP20	KP0303_AC_WP20	1516	106.67346290580238	97.44673509987253	3.1611363213447325	0.01353267775439104	0.6363728459795441	2.2344692453086554	0.057614196	0.1
WP20	KP0304_AC_WP20	8853	80.36694661396254	96.3872563978283	4.059970364001979	0.0	0.6614908548479886	2.4312846616432897	0.117157139	0.1
WP20	KP0305_AC_WP20	3172	86.3162679837361	107.06390776398283	3.2902109977977756	0.0	0.71082285308113	1.9309843076893887	0.090841802	0.1
WP20	KP0311_AC_WP20	418	60.842436619301544	37.28588073322753	3.2620633100721372	0.0	0.6590710741553074	1.8810542296342407	0.036375614	0.1
WP20	KP0317_AC_WP20	231	106.4199442242853	95.65634657062029	3.3174420787856946	0.0	0.5264928318529684	1.9580782644329648	0.028740081	0.1
WP20	KP0318_LM_WP20	585	49.427898212432126	33.09422948345492	1.8447100083661006	0.026363636139377766	0.6692823731058294	1.2337334478045021	0.040168077	0.1
WP20	KP0319_LM_WP20	2804	51.840331799655324	41.80148040575456	2.2468999300648265	0.3163810322484384	0.3497471598715446	1.4673606469029332	0.082207723	0.1
WP20	KP0322_LM_WP20	34378	27.709350451301777	45.512352850021145	2.4369409387802263	0.027713856613844758	0.4888050347791103	1.3992700310791668	0.301774182	0.1
WP20	KP0323_AC_WP20	33	111.95168791953712	114.51124334456811	2.500976511219084	0.0	0.6630325332558974	2.577278600444075	0.015071319	0.1
WP20	KP0324_AC_WP20	3387	98.62468704807402	95.25110016298039	3.597525396178442	0.0	0.7623017172702743	2.745769605243839	0.084695315	0.1
WP20	KP0325_AC_WP20	1300	57.533576791093665	57.51811385278022	2.675484542900801	0.0731758822046629	0.6808121090005802	1.9317849222087322	0.047099768	0.1
WP20	KP0326_AC_WP20	2331	64.2337746514581	42.795083424222604	3.7014973994101577	0.0	0.8228263469045481	1.944089313656587	0.070991224	0.1
WP20	KP0327_AC_WP20	4047	99.81252871610933	40.65048786748468	3.736104765336539	0.05805417274826252	0.5212077352970343	2.300644153581964	0.096191563	0.1
WP20	KP0328_LM_WP20	2212	44.247599082810595	47.72859360372667	2.679882531924604	0.0214846810098961	0.5094077185219014	1.5833696793893028	0.065765295	0.1
WP20	KP0329_AC_WP20	4746	52.10621908975336	69.52997105623571	2.576915004060506	0.04422494981355235	0.5787109941662752	1.8171146062115926	0.096745034	0.1
WP20	KP0330_LM_WP20	8968	23.827668682866623	36.876847662683254	2.6834070617394197	0.04064335954584686	0.5442658769909976	2.0973797518722823	0.129048613	0.1
WP20	KP0331_AC_WP20	3292	16.45403426840406	112.1669773754872	2.540186010589786	0.11315563044372423	0.5304024396384588	2.035390863551214	0.084225709	0.1
WP20	KP0332_AC_WP20	3312	76.13361090745734	50.38733959739727	3.6484798717580857	0.0	0.7417590080048188	2.499401300620283	0.068506105	0.1
WP20	KP0334_AC_WP20	2274	102.40123486295548	78.3044555598511	3.5473306943865697	0.23557989013497474	0.634218452697801	2.7322833919037786	0.059932307	0.1
WP20	KP0335_AC_WP20	525	75.37500847183397	89.28905413074386	3.5463091044126385	0.0	0.8230887854436225	1.8916745193827822	0.043311154	0.1
WP20	KP0336_AC_WP20	1049	24.403288586271106	92.47072086273664	3.037872837538957	0.0	0.8462974132576045	1.5818034981819173	0.048816625	0.1
WP20	KP0337_AC_WP20	1082	121.04284426914627	101.17019146472465	3.3722799756165847	0.0	0.7906839740344148	1.998063395541253	0.043537488	0.1
WP20	KP0340_AC_WP20	6281	33.12824669449549	52.05090216276251	2.3903463003869216	0.04721335091799214	0.5536891640416394	1.6415958363135623	0.157455789	0.1
WP20	KP0341_LM_WP20	4533	64.77519791937945	76.65051739240081	1.9487349327450354	0.07707748167775028	0.47108437668039754	1.475661586679516	0.114100817	0.1
WP20	KP0342_LM_WP20	20736	75.67777573651614	4.498901225956271	2.3678680271663786	0.06054972617950081	0.41728020011984207	1.5912563309516712	0.239162946	0.1
WP20	KP0343_LM_WP20	4560	33.160161743202984	77.96194837272017	2.0078095065107973	0.030123154717654015	0.4477029854447509	1.6623876393754178	0.108261889	0.1
WP20	KP0345_LM_WP20	20163	82.14391452930215	123.00611397674538	3.220268150039642	0.00799763171568139	0.47430986259720187	2.100660920374781	0.199093188	0.1
WP20	KP0346_AC_WP20	2064	129.0022287321951	132.09679605445479	3.8222158775815127	0.0011883726498271136	0.6664504230872382	1.9448693077137957	0.068671136	0.1
WP20	KP0347_AC_WP20	4651	51.615490141158155	122.09098981212263	1.4692491420814926	0.016158271160567332	0.5735924247725566	1.6786936652903361	0.125019598	0.1
WP20	KP0348_LM_WP20	25073	51.865357635211204	51.10849713227701	2.287763603396191	0.055628375504894904	0.5239433829784939	1.7224992808515778	0.23662816	0.1
WP20	KP0349_LM_WP20	40997	59.88495908927588	41.86631502714385	3.0410604142979	0.006559215240220715	0.5276371647748235	1.9379622290155283	0.273026254	0.1
WP20	KP0350_LM_WP20	76023	55.89104366338715	131.05185834027853	2.5706469200611535	0.08196734616951391	0.34945916771346014	1.8077918802510025	0.382630162	0.1
WP20	KP0352_AC_WP20	8839	85.64843058567202	82.05950837969172	4.7644936888133715	0.0	0.728935973764696	2.5836090678229517	0.11104871	0.1
WP20	KP0354_AC_WP20	286	39.66201528652776	35.37997894737666	2.6570075335475916	0.08927048871879567	0.541096140893819	2.6749706470573713	0.030967317	0.1
WP20	KP0355_AC_WP20	2774	58.50471075021916	98.99107396963711	3.492468432125776	0.001940567212046315	0.6762056712397262	2.2569403335021545	0.073118932	0.1
WP20	KP0360_AC_WP20	829	106.9670337380771	61.959163486030384	2.7548428795117825	0.0	0.6178661055758199	1.7896161501016778	0.056295063	0.1
WP20	KP0362_AC_WP20	700	76.97734106063606	63.103048866327725	2.3149351564358227	0.0	0.8227473969441833	1.5758649156768851	0.051333062	0.1
WP20	KP0363_AC_WP20	3409	69.32131352690257	43.558378794625376	3.494149852696354	0.12676692396079542	0.45454865220474505	2.3444323193370327	0.099460385	0.1
WP20	KP0365_AC_WP20	710	93.68535979654501	83.26453898388087	2.498906026970742	0.13006240147021508	0.5333279345682632	1.792772639570886	0.037198058	0.1
WP20	KP0367_AC_WP20	1112	82.74720689501365	95.2648151587228	3.8379321041398042	0.0	0.6935714951020348	2.4484948693694273	0.055949553	0.1
WP20	KP0368_AC_WP20	729	83.23441335267732	92.50046320809155	3.6037971856135904	0.0	0.8121588652160464	1.985013988232255	0.048004886	0.1
WP20	KP0369_AC_WP20	5126	54.40033277495535	51.014828739126585	2.4745113602061846	0.04270687338819037	0.46803912042622553	1.7720845555914921	0.125566158	0.1
WP20	KP0372_AC_WP20	17069	101.94443508502256	9.002283675198202	4.252551444735602	0.0	0.6184830219911273	2.637641433111094	0.163286081	0.1
WP20	KP0373_AC_WP20	666	55.77772709936071	67.80031335850278	2.3931910577545894	0.08938990971804107	0.4989740332262969	1.5938424888743283	0.042335217	0.1
WP20	KP0374_AC_WP20	10912	59.24836711899224	45.6263099392366	2.391037400793875	0.0	0.5098843930544134	2.310190289966861	0.165208639	0.1
WP20	KP0375_LM_WP20	7150	19.76463288294203	126.45138214955145	2.589377761515258	0.31662207737530473	0.4436139064724857	2.343172450063666	0.135602584	0.1
WP20	KP0377_LM_WP20	20197	89.32805625854446	14.66923462288115	3.796614806646387	9.329953512636664e-05	0.5453928872120055	2.089740070437506	0.198520415	0.1
WP20	KP0378_AC_WP20	229	46.95677108892543	45.546887533600284	2.2814589106197998	0.029791726181109104	0.7720834606738878	2.038583609415045	0.025266722	0.1
WP20	KP0379_AC_WP20	12	34.27969665341766	38.44145749074951	1.5634553359729182	0.0	0.533835316898373	1.2736224649321544	0.005621714	0.1
WP20	KP0380_LM_WP20	3558	16.94365530825006	33.15436076137417	2.1366502289967535	0.17760557188623288	0.4237171432989465	1.6358753143320073	0.088943434	0.1
WP20	KP0382_AC_WP20	473	79.7517265082746	72.78123444063336	2.4832157989940646	0.3084215110974715	0.5603183502033356	2.144542651609619	0.041059972	0.1
WP20	KP0383_AC_WP20	2065	101.70499920167744	114.2290555254312	1.9929189072265123	1.022376042185634	0.5316530776012941	1.6322416781962283	0.092074805	0.1
WP20	KP0384_AC_WP20	13872	54.808743905129695	50.520400885875816	2.11905758098373	0.22212390199012977	0.5695660045492831	1.5907224625079606	0.208410808	0.1
WP20	KP0385_AC_WP20	6400	33.31281944283006	57.97756321897434	2.046815004579272	0.01500444124341379	0.7039920499624657	1.1772227616545188	0.159628158	0.1
WP20	KP0386_AC_WP20	145	64.64153389139513	75.68580619709708	2.362087137042819	0.0	0.6914465077961972	1.2548633956271564	0.02891163	0.1
WP20	KP0388_AC_WP20	210	37.81236233662202	121.28675445838948	1.9259486033602191	0.024412364852669753	0.5823475020642601	1.4692979343446748	0.035238071	0.1
WP20	KP0389_AC_WP20	287	30.535936469926487	99.45346356323607	2.1565244638868175	0.0	0.8866435776843815	1.3397980088250918	0.039344464	0.1
WP20	KP0390_AC_WP20	41	30.819455518353365	45.39413316036134	3.2743569178348046	0.0	0.6109497832604176	1.5194233832647326	0.011703848	0.1
WP20	KP0392_AC_WP20	1805	98.02931433780098	82.20600075423104	3.9031898939097855	0.22131070568313796	0.5058435795674098	2.8218966387881737	0.061720577	0.1
WP20	KP0393_AC_WP20	169	73.38268861652209	89.06327300686091	2.7176596769338244	0.0	0.5555349566160284	2.6457773741950477	0.022032258	0.1
WP20	KP0394_AC_WP20	1522	54.72732820794445	97.56070860116209	4.203058036463987	0.0	0.6944018074104685	2.1014190789296623	0.053877794	0.1
WP20	KP0395_AC_WP20	122	41.7497781528092	98.02316927961715	2.772642883825791	0.0	0.8580615337551972	2.4158674351076743	0.019780927	0.1
WP20	KP0396_AC_WP20	172	122.53766750947841	39.30791819438935	3.316060436017797	0.0	0.7033404710587804	2.2580360802113084	0.020102184	0.1
WP20	KP0399_LM_WP20	2589	53.472578381120414	51.23508698862554	1.8640609522627296	0.3418227711020249	0.4261192474372949	1.5881414640287792	0.081467845	0.1
WP20	KP0400_LM_WP20	114393	49.340292941270626	29.32322054800233	3.160710768694813	0.1964228629104268	0.37200403596286136	2.0518604862312237	0.409959813	0.1
WP20	KP0405_AC_WP20	666	86.4448022348792	85.94787436371409	3.1947558115032018	0.0	0.6266188670336088	1.7713524152256717	0.036244401	0.1
CA05	KP0407_AC_CA05	22309	103.17929485090441	39.888559599141715	6.522400809026435	0.004488177248400224	0.6050930183939576	2.519445117020414	0.17316567	0.1
CA05	KP0408_AC_CA05	17997	102.85823847100164	113.08984148862572	4.226715115568117	0.0	0.7451993620404584	1.8559701049036224	0.192859475	0.1
CA05	KP0409_AC_CA05	767	115.10724732619646	109.42294154940001	3.320622956799707	0.0	0.7415997794926632	1.5677496022295017	0.038422794	0.1
CA05	KP0413_HU_CA05	615	28.52932539423909	4.599068850117345	2.167535028363496	0.0	0.45297086400809405	1.5254195521365452	0.04144743	0.1
CA05	KP0414_HU_CA05	108	80.25208064852343	97.84623817063148	2.963665865933713	0.17133452764316556	0.4889081520568967	1.4015381887459695	0.01598585	0.1
CA05	KP0415_HU_CA05	218	45.927245317934045	17.41180955486455	2.8958288863410844	0.0	0.552424704885215	1.7289081008667317	0.021679914	0.1
CA05	KP0417_HU_CA05	73	15.071325284693684	15.395831404982538	2.590725967006861	0.0	0.8993142255465406	1.4326473479637187	0.012800059	0.1
CA05	KP0418_HU_CA05	121	13.868475027623328	56.733753685823416	3.092196573575648	0.007759937654534835	0.656912667808736	1.7030011482999046	0.015623073	0.1
CA05	KP0419_HU_CA05	123	34.33519383910393	57.034153136419135	2.4419752943882775	0.3221006843421423	0.5332284470045768	1.665117499465193	0.015446798	0.1
CA05	KP0424_AC_CA05	1183	96.24943204071309	47.11873215037976	4.2887204292962124	0.0	0.8029737304154023	1.6245278172058275	0.053911536	0.1
CA05	KP0426_HU_CA05	303	42.069404017704805	69.99788408166663	2.7406508344826146	0.0	0.7546361868640215	1.7394379196518137	0.027047408	0.1
CA05	KP0432_HU_CA05	138	29.39280841597565	52.254658768364976	1.8644431080861188	0.10182629296958438	0.5049234804943236	2.321670127832286	0.017281002	0.1
CA05	KP0433_AC_CA05	57078	43.480397896876404	20.907503099905085	3.673977717681176	0.0007068511967473877	0.7155861434463877	2.17520521657918	0.291162198	0.1
CA05	KP0434_HU_CA05	364	40.46421370582161	58.86086057075114	2.753556227063823	1.0180245235654628	0.47567122108365306	1.9658379903747343	0.028186064	0.1
CA05	KP0435_HU_CA05	1007	70.54945217938355	80.49483220855613	2.513110288297495	0.7678940103216132	0.47865618439567115	1.9848893122571993	0.043066601	0.1
CA05	KP0436_HU_CA05	93	40.997220659458286	65.16174037586694	2.270632196020503	0.07638389708183571	0.6533837381389328	1.8029177598339285	0.015250496	0.1
CA05	KP0439_HU_CA05	196	115.05328675152946	4.33447026805883	1.9780074378778678	0.0	0.39950105412031234	1.871717783179355	0.024221622	0.1
CA05	KP0440_HU_CA05	1409	90.36499600881265	49.937459783975555	3.655894527886988	0.0	0.8224984891787546	1.6626073375030308	0.052379099	0.1
CA05	KP0441_AC_CA05	389	110.19486095915472	101.42789081475065	2.3679165013500243	0.0	0.5319832012296015	1.6792396757205117	0.031691676	0.1
CA05	KP0442_HU_CA05	242	32.255236381586826	31.388204620289553	3.0557572736559817	0.0	0.8205943599933226	1.5093397310557788	0.022961929	0.1
WP20	KP0450_AC_WP20	5811	56.68860683588532	43.10929555786574	2.58041465432328	0.040705434730442344	0.4135179110733154	1.801117614393186	0.125069273	0.1
WP20	KP0454_AC_WP20	19916	62.1333415742761	85.19682744890966	3.0940011063107358	0.0025286107817937067	0.6998984910842064	3.0950024314388482	0.160904927	0.1
WP20	KP0459_LM_WP20	10991	32.94669909308679	17.649295033609633	2.2245662572492697	0.11533671604263514	0.5028184043141795	1.5442308456483944	0.160480317	0.1
WP20	KP0461_AC_WP20	373	128.21893900647584	50.83382022545156	2.298968731096947	0.04107159738564286	0.6806288601509748	1.96170893436134	0.026968434	0.1
WP20	KP0462_AC_WP20	992	37.93353769171293	35.137893571059344	2.8460063546576397	0.011196395706824697	0.48854948211845156	2.0549199881990536	0.061730118	0.1
WP20	KP0463_AC_WP20	823	80.8277015303904	48.02878187894516	3.9766108241537115	0.002140359105990149	0.8161826709548037	1.9782648228072452	0.049244283	0.1
WP20	KP0464_AC_WP20	6458	42.10177997570776	44.22435784817873	2.3717967788704324	0.36192176919260116	0.43613894839104134	1.940325097047694	0.121609829	0.1
WP20	KP0467_AC_WP20	6169	4.784780401122122	27.390457802993268	3.9699841201899044	0.0	0.789644726483402	3.0922947005370993	0.100126868	0.1
WP20	KP0468_AC_WP20	1707	95.109788135036	81.56771890648879	3.08857686479567	0.20017652992645774	0.5305328050178709	2.6871352815614875	0.056622137	0.1
WP20	KP0470_AC_WP20	20227	129.4766735295573	71.61050775576543	3.385597785394445	0.06410964059191884	0.5379679661692847	2.5322218799701868	0.187083056	0.1
WP20	KP0471_AC_WP20	11195	52.52621692335335	87.12373713697365	3.0738789149860084	0.14679498815190653	0.5298139570718126	1.9907968995599563	0.137093326	0.1
WP20	KP0473_LM_WP20	89	69.14395438012723	93.94251231568525	1.896273498480641	0.04729450123193996	0.3487426774628192	2.8523899864252082	0.0188433	0.1
WP20	KP0474_AC_WP20	26	109.42293920582898	107.85657338035028	1.2270818889145059	0.06247346243155566	0.640749454127719	2.7259280657337075	0.009403585	0.1
WP20	KP0475_AC_WP20	1533	84.82165789310064	81.20236004667454	2.2595062529264753	0.20402476675776093	0.659799259149954	2.672362544255624	0.049916775	0.1
WP20	KP0477_AC_WP20	5443	82.98217441588525	104.73247480416957	3.2642745831716766	0.0	0.7365672696448377	3.2380688483017264	0.084283834	0.1
WP20	KP0479_AC_WP20	10052	18.970698492780205	23.350452015926315	2.7997275396919994	0.0	0.5092196233421532	2.4118478512759935	0.142795916	0.1
WP20	KP0481_AC_WP20	1156	81.14563804668991	67.01837250483501	3.1205317699002384	0.0	0.6361481416757943	1.871277506088406	0.066819294	0.1
WP20	KP0482_LM_WP20	14382	46.55188735245003	107.90089700974367	1.8430155930631327	0.07549272899087832	0.4749845043416882	1.825522441696868	0.18914365	0.1
WP20	KP0484_AC_WP20	2060	66.02284726021817	59.193489797746714	1.8924615132944536	0.30817976308128847	0.3926349020295506	1.4011883205415891	0.08522142	0.1
WP20	KP0485_AC_WP20	2111	71.81501667126497	72.67869098179732	3.5265575972120673	0.0	0.7469182940257212	2.639448615960669	0.070256649	0.1
WP20	KP0486_AC_WP20	4606	23.13477853794079	12.458871074789853	4.2353736586658055	0.0	0.6426580475969701	2.3560620347899515	0.082353907	0.1
WP20	KP0487_AC_WP20	1486	84.14705254245938	87.39284037874519	2.575801209135537	0.0	0.590202206907827	2.3462728197738705	0.052663693	0.1
WP20	KP0488_AC_WP20	595	109.90398056703977	103.64703457617716	2.530953442260617	0.0	0.6925389991634099	2.83005353723147	0.049312758	0.1
WP20	KP0489_AC_WP20	392	104.97977818312792	81.13850751540998	2.6141771719737985	0.0	0.5633679549695056	2.030165331143988	0.044249919	0.1
WP20	KP0490_AC_WP20	717	81.42264650160129	85.20802746516182	3.7034544559769067	0.006409973027803848	0.7738215928997829	3.107469410027239	0.036550112	0.1
WP20	KP0491_AC_WP20	441	88.97670655787711	102.34755322255832	2.577392422783847	0.0	0.5223046437057727	1.58131469227731	0.046890769	0.1
WP20	KP0492_AC_WP20	10239	70.80674306759946	92.31311285428616	3.7096423184161664	0.014238380281443504	0.6071042323564669	2.8118619111908005	0.119964167	0.1
WP20	KP0493_AC_WP20	383	77.78136355065756	75.7688145309578	3.1803837793096896	0.0	0.6677602498560145	3.008627588858736	0.033804956	0.1
WP20	KP0494_AC_WP20	7639	70.70603572932549	103.94449531536519	2.8514684987602537	0.0	0.685884828444857	2.3747277951312893	0.100156727	0.1
WP20	KP0495_AC_WP20	842	86.85078748261921	75.92022619224397	2.4667071695554554	0.0	0.7865334411780525	2.1022143256308987	0.047840205	0.1
WP20	KP0499_AC_WP20	897	95.17537116461126	86.20318748054642	3.089894735621835	0.0	0.7653206033325943	2.661010385168234	0.035741149	0.1
