plot_name	sample_name	colony_points	colony_elevation	ground_elevation	colony_rugosity	overhang_prop	outcrop_prop	environment_rugosity	colony_range	environment_range
SB10	KP0051_AC_SB10	5484	50.77519135408738	52.94411199952227	2.4809526013092853	0.625487709232113	0.5120259509839568	1.861641296612005	0.097040024	0.1
SB10	KP0052_AC_SB10	3322	64.03401960700167	66.73548996710956	2.548120942987685	0.02465046363342422	0.5145347220740901	2.4640293381136686	0.08269655	0.1
SB10	KP0053_AC_SB10	474	117.149160959487	92.95332252206377	2.7778113446190567	0.0	0.5591533233327912	2.161755305052511	0.039859705	0.1
SB10	KP0054_AC_SB10	258	122.22407141627917	49.19085817759564	2.608242385721632	0.03233054719195033	0.48471447773190535	1.9693242307456447	0.033564081	0.1
SB10	KP0056_AC_SB10	178	104.37611056873804	72.63416002345599	1.7465955026097542	0.067516263710143	0.5650879193016243	2.042426709407432	0.021139549	0.1
SB10	KP0057_AC_SB10	2789	129.83494199667513	99.65905438747515	4.140853957776928	0.004517480555328101	0.49029992181352716	1.9882074434807864	0.066567893	0.1
SB10	KP0058_AC_SB10	3559	41.182582707815044	96.77251753468727	3.142815499504387	0.042352437487918844	0.5856178367242654	2.3358855129963088	0.071248696	0.1
SB10	KP0059_AC_SB10	194	80.46877886212842	25.30879314342829	2.649390254081204	0.0	0.5280800797933394	1.7298446818681117	0.024808335	0.1
SB10	KP0061_AC_SB10	5656	119.99302664424259	59.9926338693059	3.9589118016770852	0.0	0.6943167969588273	2.162699973245244	0.116094444	0.1
SB10	KP0062_AC_SB10	3336	35.72740729187488	38.732165985071596	3.6731234800491017	0.02635583606611023	0.5428451602215432	2.323978547885535	0.073328225	0.1
SB10	KP0064_AC_SB10	2783	77.62001452893591	39.99851574896679	4.831693560539813	0.006362724462191238	0.5235351953082018	2.1318493598051265	0.06355515	0.1
SB10	KP0065_AC_SB10	758	118.56443289232216	79.93542283747057	3.087020774906914	0.0	0.6729584294258559	1.8317862086885992	0.039422914	0.1
SB10	KP0069_AC_SB10	40251	48.64808591887671	129.25563794186985	3.0528658686463532	0.01050716088492026	0.5260353363942062	2.2894615754668455	0.214680307	0.1
SB10	KP0070_AC_SB10	2611	106.97115797844818	103.29923316199884	1.9750088035146474	0.8015188862428019	0.3523845360332517	1.661550529706809	0.087469375	0.1
SB10	KP0072_AC_SB10	1305	129.54043711947682	34.05565137721194	3.1943653239434457	0.07777352178083952	0.4708307939177276	1.834969160743474	0.038694466	0.1
SB10	KP0073_HU_SB10	160	39.38506195443305	42.53015592880388	2.2436693133288528	0.0	0.5527168849354848	1.8077566575373363	0.020375636	0.1
SB10	KP0074_AC_SB10	1021	63.00976775099301	59.08798827972213	2.757262144084362	0.0	0.5830505379321748	1.6198798374261794	0.046878399	0.1
SB10	KP0077_AC_SB10	540	117.34902490704827	92.4823515867307	2.140247564596679	0.1608099423096766	0.43681762202300656	1.7810554320578484	0.04150118	0.1
SB10	KP0078_AC_SB10	583	130.46478727538923	33.93203510064819	2.8880359823758743	0.8033951385926364	0.48707324472061525	1.9644511817358874	0.02975105	0.1
SB10	KP0084_AC_SB10	383	22.746517402167687	24.627369498292786	2.6699075081277526	0.5622085023844866	0.3700878443046111	2.1210977072370296	0.030651662	0.1
SB10	KP0086_LM_SB10	4793	39.23572630912148	36.26206560636026	3.2589094322596663	0.13100364670441045	0.5036026834178121	1.6156235790084323	0.095980105	0.1
SB10	KP0088_AC_SB10	5482	79.72057964579363	104.51501931447905	3.7504675687406954	0.04467011747991302	0.6005613850864985	1.4504275434430542	0.11317729	0.1
SB10	KP0089_AC_SB10	5867	3.128969004031748	119.33687744062888	2.75936748288788	0.0	0.7020759641532509	2.13766183093334	0.083358004	0.1
SB10	KP0090_AC_SB10	353	12.031800692369341	27.95323100496418	3.067268745377266	0.0	0.7270561344436167	1.4827191284658527	0.030657233	0.1
SB10	KP0095_AC_SB10	377	35.25435359911415	102.14443469114175	2.459168271885251	0.5010592103534202	0.4689577255647694	1.6366444526724861	0.03018057	0.1
SB10	KP0098_AC_SB10	634	35.0465103274661	11.912363915246978	2.407888999485305	0.23059858461659008	0.4733723327075736	2.3108157186853373	0.039705085	0.1
SB10	KP0099_AC_SB10	160	68.96490381468388	44.891689565769795	2.397866198366892	0.6576702495427837	0.40984638676739715	1.5742634533337851	0.017943288	0.1
SB10	KP0100_AC_SB10	629	107.82547883765393	8.918046257417375	3.061711162400768	0.0	0.5800156273857277	2.0493382480649758	0.028064383	0.1
SB10	KP0102_AC_SB10	15035	119.20536739900605	39.15311912186813	4.014903058597023	0.0	0.6860293679828449	2.263147328806487	0.149905733	0.1
SB10	KP0103_AC_SB10	1324	45.79249673854429	77.37756839076091	3.093722878406666	0.41530082382129374	0.5938074254281485	2.48839600088431	0.047936712	0.1
SB10	KP0104_AC_SB10	1773	112.79866368235722	34.470888877026354	4.370454520718518	0.0	0.6407187066941606	1.9732020954823006	0.060566152	0.1
SB10	KP0105_AC_SB10	949	70.79996039514974	41.69480131744992	2.652492177758512	0.018507382676047585	0.5950469248041386	1.90253483393276	0.038324767	0.1
SB10	KP0108_AC_SB10	1578	40.13401735865399	32.58757170457144	3.98127434230671	0.0189378117283093	0.5114842279094605	1.3191601782801903	0.051093048	0.1
SB10	KP0109_LM_SB10	4066	25.129716262480947	45.08584167564425	2.6308480680692172	0.7190267665244662	0.4853843435714254	1.8591591383446797	0.087453353	0.1
SB10	KP0112_AC_SB10	1253	39.91755858928569	12.007455601278597	3.6385123606778125	0.2114761945613914	0.4736709878882113	1.9445703633324356	0.042757097	0.1
SB10	KP0116_AC_SB10	3075	127.88943536355445	4.468737662069445	4.154507693157098	0.0	0.8029536773971723	1.7921970242524832	0.080813459	0.1
SB10	KP0117_AC_SB10	1752	45.73873893442943	114.36700110057181	2.666744321892416	0.11553635577030115	0.5159784031828477	2.1535737473542946	0.054821094	0.1
SB10	KP0119_AC_SB10	6340	24.363415573593635	19.750979295381345	1.8807427774469705	0.010492884663219156	0.37655300715280493	1.4637633641955696	0.128527709	0.1
SB10	KP0121_AC_SB10	701	91.6827620989439	31.259111038819853	4.8041115227179	0.0	0.5875124673574346	1.352896625794343	0.038867015	0.1
SB10	KP0122_AC_SB10	1498	93.86951513798098	53.47740562426321	4.485593859502678	0.14087983531210863	0.5023964372574946	2.1833845599731374	0.050857853	0.1
SB10	KP0123_AC_SB10	10085	7.520600889031614	35.419370515192796	4.438179477257833	0.0	0.7693433541680355	2.344395388925828	0.1224403	0.1
SB10	KP0125_AC_SB10	609	34.75037747264861	96.33013569233142	3.656603799221893	0.0	0.553450866953	2.3671864108715046	0.030057316	0.1
SB10	KP0127_AC_SB10	5552	6.036498361464637	47.70497656116078	3.4015055677328814	0.0	0.7720785549219858	1.9329415924649254	0.105998217	0.1
SB10	KP0129_AC_SB10	1656	68.80767738314732	45.68648951468709	3.104470061255768	0.0	0.7555322967689139	1.702077860066883	0.047252083	0.1
SB05	KP0130_AC_SB05	468	120.54399862879497	44.92635845383346	2.4421212694410523	0.3933981836008431	0.46296709125931557	1.836318796090319	0.027113179	0.1
SB05	KP0132_HU_SB05	404	41.90488889847455	50.13035135185266	2.6593865776136023	0.0023984600441318534	0.6155013544774607	1.9638116487767503	0.029241196	0.1
SB05	KP0134_HU_SB05	108	64.54874791726414	40.81850420026963	3.173757816100388	0.1701328068102513	0.42178987968609793	1.3370201041422785	0.021112689	0.1
SB05	KP0135_HU_SB05	680	54.192125761744585	39.82183558298475	2.3263742569595474	0.0017133710990946598	0.7850515675589079	1.3978221278798826	0.034287233	0.1
SB05	KP0137_HU_SB05	249	88.81509479830659	114.4819202272486	2.5858757830360184	0.13210753488378396	0.5075189282911508	1.654882910119138	0.022478684	0.1
SB05	KP0139_HU_SB05	106	99.54961317247722	121.1281930758247	1.830946647836369	0.04973641425876917	0.4606537174166673	1.4314810487886647	0.013775104	0.1
SB05	KP0140_HU_SB05	198	73.59755594589298	82.57973332116028	2.6865729529840654	0.07840633371269695	0.3240002566579303	1.3844374451706558	0.016879703	0.1
WP20	KP0289_AC_WP20	2664	25.751957176062287	31.455011001120425	3.3179872685414717	0.0	0.7433593322331603	1.4364333794676587	0.085249126	0.1
WP20	KP0290_LM_WP20	3615	23.31515491606078	13.75683739823867	1.9138363824535967	0.0	0.5962407424715184	1.5432102495692357	0.101559936	0.1
WP20	KP0291_AC_WP20	464	74.04975124955551	112.56924980580662	2.7634203398357617	0.27576641431281473	0.46619421117970145	2.65781464953352	0.036430248	0.1
